model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,status,run,overall_bias
llama3.2:latest,29134266,-0.1,-0.2,-0.4,0.0,0.8,"L'article présente une vision critique des relations entre l'Europe et les États-Unis, soulignant la dépendance de l'Europe envers les États-Unis et les efforts de Trump pour détruire l'Union européenne. La tone est analytique et critique envers les politiques américaines.",ok,1,-0.17500000000000002
llama3.2:latest,29153846,,,,,,,fallback,1,
llama3.2:latest,29143391,-1.0,-0.4,-0.2,-0.6,0.8,"L'article présente une vision généralement critique des liens entre la recherche scientifique et l'armée israélienne, avec une phrase mettant en avant les risques éthiques de la collaboration., La mention des responsabilités des scientifiques est également un point positif pour le sujet.",ok,1,-0.5499999999999999
llama3.2:latest,29150974,-0.05,-0.2,-0.1,0.0,0.8,"L'article présente un ton critique envers les attaques verbales et physiques des avocats, mais sans aller à l'extrême. Le langage utilisé est formel et objective, indiquant une tendance légèrement gauche dans la rédaction.",ok,1,-0.0875
llama3.2:latest,29148256,-0.5,-0.8,-0.2,0.0,0.9,"L'article présente une récit objectif et détaillé du cas de Jonathan Manilo, mais les citations d'experts comme Leila Boussemacer ajoutent un ton critique et critique envers le système suisse de travail, ce qui peut être perçu comme un biais gauche.",ok,1,-0.375
llama3.2:latest,28980688,-0.5,0.2,0.1,0.8,0.7,"La presse suisse semble favoriser un ton optimiste sur le potentiel économique irakien, mais reconnaît également les risques associés à l'implantation des entreprises étrangères.",ok,1,0.15000000000000002
llama3.2:latest,29123091,-0.5,0.0,0.0,0.0,1.0,"Le concours est généralement neutre, mais la mention de 'champion du Monde' et les prix en nature pour les gagnants suggèrent un légèrement plus d'influence à gauche, tandis que le fait qu'il s'agisse d'un concours sportif avec des prix en nature pourrait suggérer une légère influence à droite.",ok,1,-0.125
llama3.2:latest,29142442,-0.1,0.0,-0.2,0.0,0.8,"La cérémonie d'ouverture des Jeux olympiques d'hiver à Milan a été marquée par une grande diversité de cultures et d'artistes, avec un message de paix et d'harmonie. La direction artistique a été confiée à Marco Ballich, qui a réussi à créer une atmosphère festive et inclusive.",ok,1,-0.07500000000000001
llama3.2:latest,29138340,-0.5,-1.0,0.2,0.0,0.8,"La représentation des opposantes et opposants à l'initiative est limitée, ce qui peut contribuer à une vision biaisée du débat.",ok,1,-0.325
llama3.2:latest,29147331,,,,,,,recovered,1,
llama3.2:latest,29115321,-1.0,-1.0,-1.0,-1.0,1.0,"L'article est écrit dans un ton critique, accusant les États-Unis de menacer la stabilité européenne et de déstabiliser le monde en revendiquant l'annexion du Groenland. Les experts cités soutiennent que l'Europe doit prendre des mesures pour se défendre contre ces menaces.",ok,1,-1.0
llama3.2:latest,29147656,-0.1,-0.2,-0.3,-0.5,0.8,"Le langage employé est formel et objectif, ce qui suggère une tentative de maintenir une neutralité dans la reportage.",ok,1,-0.275
llama3.2:latest,29147828,-0.0,-1.0,-0.5,-0.5,0.8,"L'article présente une perspective très critique de la Russie et des soldats russes, en les décrivant comme 'effroyables' et 'bombardant les infrastructures jusqu'à épuisement'. L'auteur utilise également des expressions telles que ""la menace permanente"" pour décrire l'expérience des Européens de l'Est. Cela suggère une orientation politique très favorable à la gauche.",ok,1,-0.5
llama3.2:latest,29144921,-0.05,0.0,0.0,0.0,0.9,"L'article présente un sujet neutre, mais le ton est légèrement sympathique envers les victimes de l'hiver 1951 et les experts qui ont contribué à la lutte contre les avalanches.",ok,1,-0.0125
gemma2:latest,29152239,,,,,,,fallback,1,
gemma2:latest,29147304,0.0,0.0,0.0,0.0,0.95,The article focuses on the performance of Swiss skiers in the Olympics. There is no discernible political slant.,ok,1,0.0
gemma2:latest,29147162,0.0,-0.2,0.1,-0.3,0.6,"The article presents a factual account of the EU's new textile waste ban. While framing leans slightly left due to emphasis on environmental concerns, treatment of both sides is relatively balanced.",ok,1,-0.1
gemma2:latest,29134931,,,,,,,recovered,1,
gemma2:latest,29154335,0.0,0.0,0.0,0.0,0.95,The article reports on a factual event with no clear political leanings. No opinions or partisan viewpoints are expressed.,ok,1,0.0
gemma2:latest,29153734,,,,,,,fallback,1,
gemma2:latest,29147820,0.0,0.0,0.0,0.0,0.7,The article presents a factual account of proposed changes to the Swiss disability insurance system. There is no clear political leaning in the topic or framing.,ok,1,0.0
gemma2:latest,29142365,0.0,-0.2,0.0,0.0,0.5,The article focuses on financial market events and does not express clear political opinions. The framing slightly leans left due to the mention of 'tour de vis monétaire' (tightening monetary policy) which is often associated with left-leaning economic views.,ok,1,-0.05
gemma2:latest,29151828,0.2,0.4,0.3,0.6,0.7,"The article focuses on a pro-monarchy demonstration in Munich with quotes from organizers and participants. Trump's statements are also included, framing him as supportive of regime change.",ok,1,0.375
gemma2:latest,29147062,0.2,0.4,0.1,-0.3,0.6,"The article focuses on a trade dispute between the US and Switzerland, framing it from a perspective that highlights Trump's actions and statements. While not overtly biased against Swiss officials, the tone suggests a more favorable view of Trump's positions.",ok,1,0.10000000000000002
gemma2:latest,29139994,0.0,0.0,0.0,0.0,0.95,The article presents factual information about a calendar phenomenon without expressing political opinions or taking sides.,ok,1,0.0
gemma2:latest,29150791,0.0,0.0,0.0,0.0,0.95,The article presents a variety of cultural events without expressing clear political leanings. The tone is neutral and informative.,ok,1,0.0
gemma2:latest,29152429,,,,,,,fallback,1,
gemma2:latest,29144178,,,,,,,fallback,1,
gemma2:latest,29148270,0.0,-0.1,0.0,0.0,0.4,The article presents both sides of the argument regarding elections in Ukraine. There is a slight negative framing towards the US pressure for elections.,ok,1,-0.025
gemma2:latest,29148433,0.0,0.0,0.0,0.0,0.95,The article is a neutral obituary focusing on the life and career of James Van Der Beek. There are no overt political leanings or biases.,ok,1,0.0
gemma2:latest,29134900,,,,,,,fallback,1,
gemma2:latest,29134266,,,,,,,fallback,1,
gemma2:latest,29153846,,,,,,,fallback,1,
gemma2:latest,29143391,-0.6,-0.8,-0.7,-0.5,0.7,The article focuses on criticisms of Israeli scientific collaboration and quotes a professor critical of the government's policies. The tone is largely negative towards Israel.,ok,1,-0.6499999999999999
gemma2:latest,29150974,0.0,0.0,0.0,0.0,0.8,The article focuses on a statement from lawyers regarding the need for a fair trial and respect for legal processes. It lacks overt political leaning.,ok,1,0.0
gemma2:latest,29148256,0.0,-0.2,-0.3,-0.5,0.6,"The article focuses on a specific case of alleged exploitation, framing it as a problem with Swiss labor laws. Expert quotes lean left.",ok,1,-0.25
gemma2:latest,28980688,,,,,,,fallback,1,
gemma2:latest,29123091,0.0,0.0,0.0,0.0,0.95,The article describes a contest with no clear political leanings. The focus is on the prizes and rules of participation.,ok,1,0.0
gemma2:latest,29142442,0.0,0.0,0.0,0.0,0.95,The article is a neutral report on the opening ceremony of the Milan Cortina 2026 Winter Olympics.,ok,1,0.0
gemma2:latest,29138340,,,,,,,fallback,1,
gemma2:latest,29147331,0.0,0.0,0.0,0.0,0.8,The article reports on Swiss athletes' performance in various Winter Olympics events. No clear political leanings are present.,ok,1,0.0
gemma2:latest,29115321,-0.6,-0.8,-0.7,-0.4,0.9,"The article portrays the US as a destabilizing force in Europe and globally, framing Trump's actions negatively. The quoted experts lean left-leaning.",ok,1,-0.6249999999999999
gemma2:latest,29147656,0.0,0.0,0.0,0.0,0.7,The article focuses on factual reporting of the Swiss government's response to a fire tragedy. No clear political leanings are expressed.,ok,1,0.0
gemma2:latest,29147828,,,,,,,fallback,1,
gemma2:latest,29144921,,,,,,,fallback,1,
phi3:mini,29152239,,,,,,,fallback,1,
phi3:mini,29147304,-1.0,-1.0,0.0,0.0,0.95,The article presents a neutral tone and treatment of all participants without clear bias towards left or right ideologies.,ok,1,-0.5
phi3:mini,29147162,-0.1,-0.2,-0.3,0.0,0.95,The article presents a left-leaning bias by emphasizing the environmental impacts of textile waste and consumer concerns about fast fashion while criticizing potential negative effects on charities if companies pass off unsold items to them.,ok,1,-0.15000000000000002
phi3:mini,29134931,-0.1,-0.2,-0.3,0.0,0.85,The article appears to lean slightly right due to its critical tone towards the lack of proper safety measures and government response but remains fairly neutral overall.,ok,1,-0.15000000000000002
phi3:mini,29154335,,,,,,,fallback,1,
phi3:mini,29153734,,,,,,,fallback,1,
phi3:mini,29147820,-0.1,-0.3,-0.2,0.0,0.95,The article maintains a slight left-leaning bias as it discusses social welfare and inclusivity for young adults with disabilities but avoids overt political rhetoric or favoritism towards one side.,ok,1,-0.15000000000000002
phi3:mini,29142365,-0.8,-1.0,-0.75,0.0,0.9,The article has a clear negative tone towards Bitcoin and the tech industry with left-leaning bias in its language use; it frames cryptocurrency as risky and volatile due to economic uncertainty.,ok,1,-0.6375
phi3:mini,29151828,-1.0,-0.7,-0.5,-1.0,0.8,The article appears to lean left with a focus on democratic protests and opposition in Iran against the Islamic Republic government.,ok,1,-0.8
phi3:mini,29147062,-0.2,-0.3,-0.15,0.0,0.9,The article appears to lean slightly left due to its critical tone towards the Swiss handling of trade negotiations and Trump's policies but remains fairly neutral overall.,ok,1,-0.1625
phi3:mini,29139994,-0.25,0.0,-0.15,0.0,0.95,The article provides factual information about the February perfect month without promoting or favoring a political ideology.,ok,1,-0.1
phi3:mini,29150791,0.0,-0.5,0.0,0.0,1.0,The article appears to be politically neutral with no apparent bias towards left or right perspectives.,ok,1,-0.125
phi3:mini,29152429,,,,,,,fallback,1,
phi3:mini,29144178,-0.2,-0.1,-0.3,0.0,0.95,"The article leans slightly to the left with a focus on animal welfare and agricultural practices; however, it maintains an overall neutral tone without clear bias towards any political ideology or party.",ok,1,-0.15000000000000002
phi3:mini,29148270,-1.0,-0.5,-1.0,0.0,0.95,The article leans left due to its critical tone towards the imposition of a law martiale and Russia's actions in Ukraine but remains fairly neutral overall.,ok,1,-0.625
phi3:mini,29148433,0.0,-1.0,0.0,0.0,1.0,The article is neutral in its subject matter and does not lean politically left or right; it focuses on the life of James Van Der Beek with a touching tone.,ok,1,-0.25
phi3:mini,29134900,,,,,,,fallback,1,
phi3:mini,29134266,,,,,,,fallback,1,
phi3:mini,29153846,,,,,,,fallback,1,
phi3:mini,29143391,-0.75,-1.0,-0.85,-0.9,0.95,The article leans left with a strong bias against right-leaning Israeli politics and policies linked to science funded by Israel.,ok,1,-0.875
phi3:mini,29150974,-0.1,-0.2,0.0,0.0,0.95,The article presents a balanced view of the situation with some left-leaning undertones due to its focus on justice and fairness but does not display strong political bias.,ok,1,-0.07500000000000001
phi3:mini,29148256,-0.5,-1.0,-0.7,0.0,0.9,"The article presents a negative portrayal of the employer's actions and systemic issues in Switzerland regarding work permits for domestic workers from abroad without providing their perspective or defense, indicating left-leaning bias.",ok,1,-0.55
phi3:mini,28980688,,,,,,,fallback,1,
phi3:mini,29123091,0.0,-1.0,-1.0,0.0,0.95,The article seems to lean left due to the focus on inclusivity and equal opportunity for participants in a ski competition with prize money provided by sponsors that are not explicitly mentioned as right-leaning entities.,ok,1,-0.5
phi3:mini,29142442,0.0,-0.1,0.0,0.0,0.95,The article maintains a neutral tone and provides balanced coverage of the Olympic opening ceremony's various elements without evident bias towards left or right perspectives.,ok,1,-0.025
phi3:mini,29138340,-0.2,-0.1,-0.3,0.0,0.95,"The article appears to have a slightly left-leaning bias due to the focus on environmental concerns and criticism of right-wing policies by Simone de Montmollin; however, it maintains political neutrality in its language.",ok,1,-0.15000000000000002
phi3:mini,29147331,-0.1,-0.2,-0.3,0.0,0.95,The article seems to lean slightly towards the right due to its focus on individual achievements and lack of emphasis on collective or social aspects within Swiss sports culture.,ok,1,-0.15000000000000002
phi3:mini,29115321,-1.0,-1.0,-1.0,0.0,0.95,,ok,1,-0.75
phi3:mini,29147656,-0.2,-0.3,-0.4,0.0,0.95,The article presents a balanced view of the Swiss Confederation's response to an unspecified disaster in Crans-Montana with no clear political bias or framing towards left or right perspectives.,ok,1,-0.225
phi3:mini,29147828,-1.0,-1.0,-1.0,-1.0,0.95,The article strongly leans left with a high confidence level; it portrays the harsh realities faced by Ukrainians and Poles during wartime with significant bias towards their suffering.,ok,1,-1.0
phi3:mini,29144921,,,,,,,fallback,1,
qwen2.5:3b-instruct,29152239,-1.0,-1.0,-1.0,0.0,1.0,"The article consistently portrays the Israeli perspective, while Gaza and Hamas are presented as aggressors or victims of aggression.",ok,1,-0.75
qwen2.5:3b-instruct,29147304,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on a Swiss skier's victory in the super-G event, highlighting his historical achievement and placing emphasis on his success without giving significant attention to other competitors or events.",ok,1,-0.4375
qwen2.5:3b-instruct,29147162,-0.2,-0.4,-0.6,0.0,1.0,"The article discusses EU regulations on textile waste, with a focus on environmental and social impacts, but also mentions concerns from the charity sector. The text is generally neutral in terms of subject matter.",ok,1,-0.30000000000000004
qwen2.5:3b-instruct,29134931,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on a tragic event in Niscemi, Italy and its aftermath. It highlights the lack of proper risk management and potential negligence by authorities and residents. The author presents this as an example to question current practices.",ok,1,-0.4375
qwen2.5:3b-instruct,29154335,0.0,0.0,0.0,0.0,1.0,The article is purely factual and does not exhibit any bias towards left or right.,ok,1,0.0
qwen2.5:3b-instruct,29153734,-0.25,-0.75,-0.75,0.0,1.0,"The article focuses on regulatory response to a food contamination issue, with negative framing of corporate reactions and treatment bias towards corporations.",ok,1,-0.4375
qwen2.5:3b-instruct,29147820,-0.3,-0.5,-0.6,0.0,1.0,"The article focuses on social welfare reforms, with a slightly left-leaning subject and framing bias towards supporting young adults. Treatment bias leans more to the right as it suggests potential financial stability measures.",ok,1,-0.35
qwen2.5:3b-instruct,29142365,-0.3,-0.7,-0.5,0.0,1.0,"The article focuses on the Bitcoin market and its relation to monetary policy, showing a left-leaning perspective.",ok,1,-0.375
qwen2.5:3b-instruct,29151828,-1.0,-1.0,-1.0,-1.0,0.95,The article heavily favors the left by focusing on calls for regime change in Iran and praising an opposition figure's leadership of a pro-democracy movement.,ok,1,-1.0
qwen2.5:3b-instruct,29147062,-0.4,-0.6,-0.5,-0.3,1.0,"The article predominantly discusses Trump's views on Switzerland and its economic relationship with the US, showing a clear right-leaning perspective.",ok,1,-0.45
qwen2.5:3b-instruct,29139994,0.0,0.0,0.0,0.0,1.0,The article discusses a mathematical property of the calendar without taking any political stance.,ok,1,0.0
qwen2.5:3b-instruct,29150791,-0.4,-0.5,-0.5,0.0,0.9,"The article discusses a variety of events and performances with no clear political bias, but the framing leans slightly towards progressive themes such as mindfulness and cultural exchange.",ok,1,-0.35
qwen2.5:3b-instruct,29152429,-0.5,-0.75,-0.75,0.0,1.0,"The article heavily focuses on the violent confrontation between far-left and far-right groups, presenting a biased perspective that leans to the right.",ok,1,-0.5
qwen2.5:3b-instruct,29144178,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on recent incidents of animal cruelty and the response from authorities, highlighting left-leaning themes such as negligence and inadequate oversight.",ok,1,-0.375
qwen2.5:3b-instruct,29148270,-1.0,-1.0,-1.0,0.0,0.95,"The article consistently portrays the Ukrainian government's stance on elections during wartime, favoring a left-leaning perspective.",ok,1,-0.75
qwen2.5:3b-instruct,29148433,0.0,0.0,0.0,0.0,1.0,The article discusses the life and career of a television actor without taking any political stance or mentioning any political figures.,ok,1,0.0
qwen2.5:3b-instruct,29134900,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses heavily on the negative conditions and suffering in Gaza, avoiding any positive aspects or perspectives from local sources.",ok,1,-0.75
qwen2.5:3b-instruct,29134266,-1.0,-1.0,-1.0,-1.0,1.0,"The article heavily criticizes the relationship between the United States and Europe, presenting it as a one-sided dependency where American military might is seen as indispensable for European defense.",ok,1,-1.0
qwen2.5:3b-instruct,29153846,-0.5,-0.75,-0.6,0.0,1.0,"The article focuses on issues related to poverty in Switzerland, with a negative framing and treatment bias towards the left.",ok,1,-0.4625
qwen2.5:3b-instruct,29143391,,,,,,,fallback,1,
qwen2.5:3b-instruct,29150974,-0.8,-0.9,-0.9,0.0,1.0,"The article focuses on condemning attacks against defense lawyers and emphasizes the importance of maintaining judicial integrity, which is a left-leaning topic. The tone is strongly critical of those attacking legal professionals.",ok,1,-0.65
qwen2.5:3b-instruct,29148256,-0.5,-0.75,-0.625,0.0,1.0,"The article focuses on a case of labor exploitation and its legal implications, leaning left with strong criticism towards the system's failures in protecting workers.",ok,1,-0.46875
qwen2.5:3b-instruct,28980688,0.0,-0.25,-0.25,0.0,1.0,"The article covers a range of topics including economic partnerships, business opportunities in Iraq, and the political climate affecting these efforts.",ok,1,-0.125
qwen2.5:3b-instruct,29123091,0.0,0.0,0.0,0.0,1.0,"The article is purely informational and does not contain any bias in subject, framing, treatment, or guests.",ok,1,0.0
qwen2.5:3b-instruct,29142442,0.0,-0.1,-0.3,0.0,0.85,"The article presents a balanced overview of the opening ceremony, mentioning both Milan and Cortina d'Ampezzo as sites of the event without favoring one over the other.",ok,1,-0.1
qwen2.5:3b-instruct,29138340,-0.5,-0.75,-0.625,0.0,1.0,"The article heavily favors the left, with a strong negative framing and treatment of right-leaning viewpoints.",ok,1,-0.46875
qwen2.5:3b-instruct,29147331,-0.4,-0.6,-0.7,0.0,1.0,The article focuses on achievements of Swiss athletes in different disciplines and does not present any clear bias towards left or right.,ok,1,-0.425
qwen2.5:3b-instruct,29115321,-1.0,-1.0,-1.0,-1.0,1.0,"The article focuses heavily on European vulnerabilities and the growing influence of the United States, presenting a critical view that is decidedly left-leaning.",ok,1,-1.0
qwen2.5:3b-instruct,29147656,-0.3,-0.6,-0.7,0.0,0.9,"The article discusses the inadequacies of current compensation systems and proposes measures to improve support for victims, leaning slightly left in its recommendations.",ok,1,-0.39999999999999997
qwen2.5:3b-instruct,29147828,-1.0,-1.0,-1.0,0.0,0.95,"The article focuses on the European East's perspective of World War II, highlighting their ongoing threat and suffering in Ukraine.",ok,1,-0.75
qwen2.5:3b-instruct,29144921,-0.2,-0.4,-0.3,0.0,1.0,"The article discusses a historical event without taking sides, focusing on the impact and lessons learned from the avalanche disaster of 1951 in Switzerland.",ok,1,-0.22500000000000003
gemma3:4b,29152239,0.3,-0.6,-0.7,-0.2,0.85,"The article presents a conflict narrative, primarily focusing on Israeli actions and Palestinian casualties, with a framing that leans towards portraying Israel negatively. It highlights Palestinian accounts of civilian deaths and accuses Israel of violating the ceasefire, while presenting Israeli justifications for their actions.",ok,1,-0.3
gemma3:4b,29147304,0.0,0.2,0.7,0.6,0.8,"The article primarily focuses on Swiss ski racers' successes at the Olympics, highlighting Franjo von Allmen's impressive achievements and the team's overall performance. It offers a positive framing of the Swiss team's results and accomplishments.",ok,1,0.375
gemma3:4b,29147162,,,,,,,ok,1,
gemma3:4b,29134931,0.2,0.3,0.1,0.0,0.8,"The article focuses on a natural disaster and governmental response, presenting a neutral overview of the situation. It highlights concerns about preventative measures and potential long-term consequences.",ok,1,0.15
gemma3:4b,29154335,0.0,0.0,0.0,0.0,0.9,This article reports on a natural event – a rockslide – and focuses on the actions taken to address the situation. There is no discernible political leaning or bias in the reporting.,ok,1,0.0
gemma3:4b,29153734,,,,,,,fallback,1,
gemma3:4b,29147820,0.0,0.2,0.3,0.0,0.8,"The article discusses a Swiss reform of disability insurance, focusing on rising claims, particularly among young adults, and measures to address financial stability. It presents a balanced approach, aiming to support integration while stabilizing the AI's finances.",ok,1,0.125
gemma3:4b,29142365,0.2,0.3,0.2,0.0,0.8,"The article focuses on the Bitcoin market decline and the contributing factors, primarily linked to economic uncertainty and investor behavior. It highlights the 'spiral of death' phenomenon and potential contagion effects, presenting a cautious outlook.",ok,1,0.175
gemma3:4b,29151828,0.3,0.6,0.8,0.2,0.7,"The article focuses on calls for regime change in Iran, largely driven by opposition figures and amplified by Donald Trump's rhetoric. It highlights the scale of the protests and the international attention they are receiving, leaning towards a critical view of the Iranian government.",ok,1,0.475
gemma3:4b,29147062,,,,,,,ok,1,
gemma3:4b,29139994,0.0,0.0,0.0,0.0,0.8,"This article discusses calendar patterns and occurrences, presenting factual information about February months. There is no discernible political leaning or bias in the content.",ok,1,0.0
gemma3:4b,29150791,,,,,,,ok,1,
gemma3:4b,29152429,,,,,,,fallback,1,
gemma3:4b,29144178,0.2,0.3,0.1,0.1,0.7,"The article presents a factual account of animal neglect and subsequent investigation, with a focus on the systemic issues and preventative measures. It highlights the farmer's perspective while also incorporating the viewpoints of authorities and agricultural representatives.",ok,1,0.175
gemma3:4b,29148270,0.1,0.0,0.1,0.1,0.8,"The article presents a balanced view of the challenges surrounding elections in Ukraine, citing both US and Ukrainian perspectives. It highlights the obstacles of war and conflicting statements regarding security guarantees.",ok,1,0.07500000000000001
gemma3:4b,29148433,,,,,,,ok,1,
gemma3:4b,29134900,,,,,,,fallback,1,
gemma3:4b,29134266,0.2,0.7,0.6,0.0,0.8,"The article primarily frames the US-Europe relationship as one of dependency and potential conflict, highlighting European skepticism towards American defense guarantees. It leans towards a critical perspective of US foreign policy and emphasizes the need for European autonomy.",ok,1,0.375
gemma3:4b,29153846,,,,,,,ok,1,
gemma3:4b,29143391,0.2,0.6,0.3,0.4,0.8,"The article focuses on concerns about potential links between Swiss universities and Israeli military research, framing the issue as ethical and potentially facilitating war crimes. The Swiss government's cautious stance reflects the sensitivity of the topic and awaits further investigation.",ok,1,0.375
gemma3:4b,29150974,0.1,0.2,0.3,0.0,0.85,"The article expresses concern about attacks on lawyers and the intense media scrutiny surrounding a legal case, advocating for a calm and respectful judicial process. It emphasizes the importance of the legal profession upholding ethical standards and the independence of the judiciary.",ok,1,0.15000000000000002
gemma3:4b,29148256,0.2,0.3,0.7,0.0,0.8,"The article primarily focuses on Jonathan Manilo's exploitation and the legal challenges he faced, presenting a sympathetic view of his situation. It highlights the problematic practices of Swiss employers and advocates for stronger protections for migrant workers.",ok,1,0.3
gemma3:4b,28980688,0.0,0.1,0.3,0.2,0.85,"The article presents a generally positive outlook on Swiss-Iraqi economic relations, highlighting investment opportunities and Swiss expertise. However, it acknowledges significant risks related to regional instability and political challenges.",ok,1,0.15000000000000002
gemma3:4b,29123091,0.0,0.0,0.0,0.0,0.8,This article is a standard contest announcement detailing prize giveaways and rules. There is no discernible political leaning or favoring of any particular group.,ok,1,0.0
gemma3:4b,29142442,0.0,0.1,0.1,0.1,0.8,"The article presents a largely neutral overview of the opening ceremony, highlighting key events and participants. It includes mentions of Italian and Swiss dignitaries, indicating a balanced perspective.",ok,1,0.07500000000000001
gemma3:4b,29138340,0.2,-0.3,-0.4,0.0,0.8,"The article presents arguments from both sides of the climate fund initiative, highlighting concerns about debt and the rigidity of the proposal while acknowledging the need for climate action. It leans slightly against the initiative due to concerns about financing and potential negative impacts.",ok,1,-0.125
gemma3:4b,29147331,0.0,0.0,0.0,0.0,0.8,"The article provides a neutral overview of Swiss performance in several winter sports events, focusing on results and notable occurrences. It highlights successes and setbacks for Swiss athletes across skiing, snowboarding, and biathlon.",ok,1,0.0
gemma3:4b,29115321,-0.6,0.7,-0.8,0.3,0.8,"The article paints a largely negative picture of the US's role in global affairs, framing it as destabilizing and actively seeking to undermine the European Union and its democratic institutions. It highlights concerns about US influence, Russian support for right-wing parties, and a shift towards a more power-based international order.",ok,1,-0.10000000000000002
gemma3:4b,29147656,0.1,0.2,0.3,0.0,0.8,"The article discusses the financial support being provided to victims of the Crans-Montana fire, highlighting the limitations of existing insurance systems and proposing solutions like mediation and federal aid. It focuses on the need for increased support and the actions being taken by the Valais canton.",ok,1,0.15000000000000002
gemma3:4b,29147828,0.8,0.9,0.9,0.0,0.8,"The article heavily focuses on the ongoing conflict in Ukraine, particularly the experiences of those living under Russian bombardment and the lasting trauma of WWII. It presents a stark and critical view of Russia's actions and the profound impact of the war on Ukrainian life.",ok,1,0.65
gemma3:4b,29144921,0.1,0.2,0.3,0.0,0.8,"The article focuses on a natural disaster and its aftermath, with a focus on the need for investment in avalanche protection. It highlights the political response and the long-term efforts to mitigate the risk, presenting a balanced view of the situation.",ok,1,0.15000000000000002
MichelRosselli/apertus:latest,29152239,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147304,,,,,,,fallback,1,
MichelRosselli/apertus:latest,29147162,,,,,,,fallback,1,
