source,model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,status,run,overall_bias
jacobin,qwen2.5:3b-instruct,jacobin_125010757319,-0.8,-0.9,-0.9,0.0,1.0,"The article focuses on Rodrigo Chaves's administration and its policies, presenting a critical view of his populist approach and its consequences.",ok,1,-0.65
jacobin,qwen2.5:3b-instruct,jacobin_236421211848,-0.4,-0.6,-0.5,-0.8,1.0,"The article focuses heavily on the president of a neighboring country and her diplomatic efforts, framing them in a positive light despite Trump's subsequent negative actions and rhetoric.",ok,1,-0.575
jacobin,qwen2.5:3b-instruct,jacobin_020900535707,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on mother-led movements in Sweden advocating for public care and against welfare cuts, clearly leaning left.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_163802476498,-0.4,-0.6,-0.5,0.0,1.0,"The article discusses the history and development of universal pre-K childcare in New York City, highlighting its progressive nature and addressing criticisms from a left-leaning perspective.",ok,1,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_195097742057,-0.4,-0.6,-0.5,0.0,0.9,"The article leans left with a strong focus on the decline of traditional political structures and institutions, while criticizing contemporary forms of hyperpolitics for their lack of lasting impact.",ok,1,-0.375
jacobin,gemma3:4b,jacobin_005466088031,0.2,0.3,0.7,0.0,0.8,"The article primarily discusses the UAW's shift towards worker-to-worker organizing, favoring a more agile and less traditional approach. It highlights the union's past shortcomings and frames the current strategy as a necessary adaptation to achieve mass organizing success, particularly in the face of declining union density.",ok,1,0.3
jacobin,gemma3:4b,jacobin_265555549188,0.7,0.8,0.9,0.1,0.9,"This article heavily frames the situation in Gaza as a continuation of a genocide, utilizing strong language and emphasizing Israeli actions while portraying the ceasefire as a 'sham.' It presents a distinctly critical perspective towards Israel's conduct.",ok,1,0.625
jacobin,gemma3:4b,jacobin_125010757319,0.2,-0.7,-0.8,0.0,0.8,"The article presents a largely critical view of Rodrigo Chaves's administration, highlighting aggressive tactics, failures in policy implementation, and negative impacts on social programs. It frames his approach as overly confrontational and detrimental to Costa Rica's welfare state and gender equality.",ok,1,-0.325
jacobin,gemma3:4b,jacobin_236421211848,0.1,-0.4,0.3,0.2,0.8,The article presents Sheinbaum positively while highlighting inflammatory rhetoric from Trump and the White House. It suggests a cycle of negotiation and escalating provocations.,ok,1,0.04999999999999999
jacobin,gemma3:4b,jacobin_020900535707,0.2,0.3,0.6,0.0,0.8,"The article focuses on grassroots movements advocating for public care, suggesting a left-leaning perspective. It portrays these mothers as actively resisting austerity measures and advocating for improved services, thus favoring their cause.",ok,1,0.275
jacobin,gemma3:4b,jacobin_163802476498,0.3,0.2,0.4,0.0,0.8,"The article presents a nuanced discussion of the development and implementation of Universal Pre-K, primarily focusing on Bill de Blasio's approach. It leans slightly towards a supportive view of the initiative, highlighting its motivations and rationale, while acknowledging different perspectives on its design and potential future.",ok,1,0.225
jacobin,gemma3:4b,jacobin_195097742057,,,,,,,ok,1,
jacobin,MichelRosselli/apertus:latest,jacobin_005466088031,0.0,-1.0,0.0,0.0,0.95,"The article discusses the UAW's strategy for mass-scale organizing in auto plants, emphasizing worker-to-worker methods and momentum-based organizing over traditional structure-based approaches. It highlights successful campaigns at Volkswagen and Mercedes, as well as challenges faced, particularly in higher education.",ok,1,-0.25
jacobin,MichelRosselli/apertus:latest,jacobin_265555549188,-1.0,-1.0,-1.0,-0.5,0.98,"This article provides a comprehensive overview of the ongoing genocide in Gaza, highlighting the scale of death and destruction inflicted on Palestinians by Israel's military actions over two years. The author emphasizes that the ceasefire deal is merely a phase of ongoing violence and deprivation, with continued Israeli restrictions on humanitarian aid and deliberate targeting of civilians.",ok,1,-0.875
jacobin,MichelRosselli/apertus:latest,jacobin_125010757319,0.0,-1.0,0.5,0.0,0.85,"The article discusses Rodrigo Chaves's administration in Costa Rica, which presents itself as an outsider with a populist style and technocratic economic policies. The article highlights the tensions between Chaves's aggressive approach to dismantling institutional barriers and the political establishment and press. While the article does not clearly favor one side over another, it criticizes Chaves for his confrontational rhetoric and attacks on the welfare state.",ok,1,-0.125
jacobin,MichelRosselli/apertus:latest,jacobin_236421211848,0.0,-1.0,-1.0,0.0,0.85,"This article covers a complex and nuanced diplomatic situation between the United States and Mexico, focusing on the leadership of Mexican President Claudia Sheinbaum's response to threats from former US president Donald Trump. The tone is generally critical towards Trump's actions and rhetoric, which could be considered left-leaning or favorable to the left. However, the subject matter itself (diplomatic relations between two countries) does not inherently lean left or right.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_020900535707,0.0,-1.0,-1.0,0.0,0.95,"Article discusses mother-led movements in Sweden, focusing on their fight for public accountability and care rights. The tone leans left as it highlights the struggles of women against underfunded support services and discrimination.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_163802476498,0.0,-1.0,0.0,0.0,0.85,"The article discusses the history and implementation of Universal Pre-K in New York City, focusing on its role as a tool to address inequality. The tone is neutral, framing bias leans left due to emphasis on universal access and social welfare programs.",ok,1,-0.25
jacobin,MichelRosselli/apertus:latest,jacobin_195097742057,0.0,-1.0,-1.0,0.0,0.85,"The article discusses the rise of hyperpolitics and its impact on political engagement, with a focus on the decline of institutionalized involvement and the resulting lack of direction among protesters.",ok,1,-0.5
jacobin,llama3.1:8b,jacobin_005466088031,-0.5,-0.2,-0.3,-0.1,0.8,"The article presents a neutral to slightly left-leaning view on labor organizing, focusing on the success of worker-to-worker organizing and criticizing traditional structure-based approaches.",ok,1,-0.275
jacobin,llama3.1:8b,jacobin_265555549188,-1.0,-1.0,-1.0,-1.0,0.8,"The article presents a strongly left-leaning perspective on the Israeli-Palestinian conflict, focusing on human rights abuses and genocide in Gaza.",ok,1,-1.0
jacobin,llama3.1:8b,jacobin_125010757319,-0.8,-1.0,-0.9,0.0,0.85,"The article presents a critical view of Rodrigo Chaves's administration, highlighting its populist style, technocratic economic policies, and attacks on the welfare state. The author critiques Chaves's approach as 'deeply mediocre' and notes that his popular appeal is based more on confrontation with the opposition than concrete policy achievements.",ok,1,-0.675
jacobin,llama3.1:8b,jacobin_236421211848,-0.7,-1.0,-0.8,-1.0,0.9,"Article presents a negative view of Trump's actions and policies, while portraying Mexico's president as effective in handling the situation.",ok,1,-0.875
jacobin,llama3.1:8b,jacobin_020900535707,-0.4,-0.3,-0.2,0.0,0.8,"The article presents a nuanced view of mother-led movements in Sweden, highlighting their demands for public accountability and care. The language is generally neutral, but with a slight left-leaning tone.",ok,1,-0.22499999999999998
jacobin,llama3.1:8b,jacobin_163802476498,-0.2,-0.4,-0.3,-0.1,0.8,"The article presents a neutral to left-leaning view on universal childcare, focusing on the implementation and feasibility of such programs in New York City. The discussion highlights the importance of universality and equity in access to early childhood education.",ok,1,-0.25000000000000006
jacobin,llama3.1:8b,jacobin_195097742057,-0.4,-0.3,-0.2,0.0,0.8,"This article presents a critical analysis of modern politics, highlighting the decline of institutionalized involvement and the rise of hyperpolitics. The author's critique of contemporary social movements is nuanced, but may be seen as left-leaning due to its emphasis on the need for radical economic justice.",ok,1,-0.22499999999999998
jacobin,phi3.5:latest,jacobin_005466088031,-0.1,-0.2,-0.3,0.0,0.85,"The article leans slightly left due to its critical view of traditional structure-based organizing and endorsement of a worker-to-worker approach within the context of labor movements in auto plants; however, it remains neutral as both sides are discussed without clear favoritism. The framing suggests skepticism towards conventional methods but also acknowledges their historical successes.",ok,1,-0.15000000000000002
jacobin,phi3.5:latest,jacobin_265555549188,-1.0,-1.0,-1.0,-1.0,0.98,"The article clearly leans left or favorably towards the Palestinian perspective and criticizes Israeli actions in Gaza with strong language indicative of a right-leaning bias against Israel's policies. The framing is negative regarding both sides but heavily emphasizing the plight of Palestinians, suggesting systemic issues rather than isolated incidents.",ok,1,-1.0
jacobin,phi3.5:latest,jacobin_125010757319,-0.8,-0.9,-0.9,0.0,0.95,The article presents a clear left-leaning perspective by criticizing the administration's attacks on welf0rship state institutions and gender politics while praising its populist style against political elites.,ok,1,-0.65
jacobin,phi3.5:latest,jacobin_236421211848,-0.7,-0.8,-0.9,0.0,0.95,The article leans left by criticizing right-leaning narratives and actions associated with the Trump administration's rhetoric on Mexico; it also highlights negative aspects of these interactions without clear reference to specific political figures from either side for quotations.,ok,1,-0.6
jacobin,phi3.5:latest,jacobin_020900535707,-0.7,-0.65,-0.6,0.0,0.92,"The article leans left due to its focus on public accountability and social welfare issues related to childcare within a Swedish context; the tone suggests advocacy for increased support rather than critique of existing structures or policies typically associated with right-leaning ideologies. No specific guests are mentioned, so there's no clear bias in that aspect.",ok,1,-0.48750000000000004
jacobin,phi3.5:latest,jacobin_163802476498,,,,,,,fallback,1,
jacobin,phi3.5:latest,jacobin_195097742057,,,,,,,fallback,1,
jacobin,llama3.2:latest,jacobin_005466088031,-0.5,0.8,0.3,0.0,1.0,"The article presents a left-leaning perspective on labor organizing, highlighting the UAW's success with worker-to-worker organizing and its challenges in adopting a more traditional structure-based approach. The author suggests that the labor movement must adapt to organize at scale and seize the moment.",ok,2,0.15000000000000002
jacobin,llama3.2:latest,jacobin_265555549188,-1.0,-1.0,-1.0,0.0,0.9,"The article presents a strongly left-leaning perspective on the Israeli-Palestinian conflict, portraying Israel as an aggressor and Palestinians as victims of genocide. The framing is emotive and accusatory, with phrases like ""brutally and systematically dismantled"" and ""genocide within the context of a decades-old colonial occupation."" While the article cites credible sources like the Lancet, its overall tone and language suggest a clear bias against Israel.",ok,2,-0.75
jacobin,llama3.2:latest,jacobin_125010757319,-0.5,-1.0,-0.8,0.0,0.9,"The article portrays Chaves's administration as favoring a more aggressive and confrontational approach to governance, which is reminiscent of far-right ideologies. The tone of the article suggests that Chaves's policies have had negative consequences for the welfare state and gender equality in Costa Rica.",ok,2,-0.575
jacobin,llama3.2:latest,jacobin_236421211848,-0.5,-1.0,0.0,0.0,0.8,"The article presents a left-leaning perspective on the Mexican president's strategy, highlighting her efforts to maintain good relations with the US while defending Mexico's security policy. The framing of Trump's comments and the White House's message is also portrayed as biased towards the right, emphasizing American sovereignty and dominance.",ok,2,-0.375
jacobin,llama3.2:latest,jacobin_020900535707,-0.1,-0.2,-0.3,0.0,0.8,"The article presents a neutral and informative discussion of the mother-led movements in Sweden, highlighting their focus on public accountability and care as a political issue. The tone is generally balanced, with some subtle undertones suggesting a left-leaning perspective.",ok,2,-0.15000000000000002
jacobin,llama3.2:latest,jacobin_163802476498,-0.1,0.5,0.2,0.0,0.8,"The article presents a neutral discussion of universal childcare, with no clear left- or right-leaning perspective. The framing is informative and objective, with some subtle hints at the benefits of universal childcare. The treatment of both sides is generally even-handed, although there are some nuanced discussions about the challenges of implementing such a program.",ok,2,0.15000000000000002
jacobin,llama3.2:latest,jacobin_195097742057,-0.1,-0.7,-0.4,0.0,0.8,"The article highlights the failure of various social movements, including Black Lives Matter, to achieve lasting political gains and criticizes the lack of solidarity among activists.",ok,2,-0.3
jacobin,gemma2:latest,jacobin_005466088031,0.2,-0.1,0.0,0.0,0.6,"The article focuses on labor organizing strategies, with a slight lean towards right-leaning framing due to emphasis on 'structure-based' methods often associated with traditional unionism.",ok,2,0.025
jacobin,gemma2:latest,jacobin_265555549188,,,,,,,fallback,2,
jacobin,gemma2:latest,jacobin_125010757319,-0.2,-0.6,-0.8,0.0,0.7,"The article presents a critical view of the president's policies and rhetoric, framing them as harmful and detrimental to social welfare.",ok,2,-0.4
jacobin,gemma2:latest,jacobin_236421211848,0.1,-0.3,-0.2,-0.4,0.6,The article focuses on US-Mexico relations with a left-leaning framing that criticizes Trump's actions and rhetoric. Quoted voices like Steve Bannon are associated with right-wing viewpoints.,ok,2,-0.2
jacobin,gemma2:latest,jacobin_020900535707,0.0,-0.2,-0.1,0.0,0.6,"The article focuses on mothers' activism regarding public care issues, framing it as a response to societal shortcomings. The tone is sympathetic towards the mothers' struggles.",ok,2,-0.07500000000000001
jacobin,gemma2:latest,jacobin_163802476498,,,,,,,fallback,2,
jacobin,gemma2:latest,jacobin_195097742057,,,,,,,fallback,2,
jacobin,phi3:mini,jacobin_005466088031,-0.5,-0.2,-1.0,0.0,0.95,The article presents a critical view of traditional union organizing methods and highlights the successes of worker-to-worker strategies in certain campaigns but does not explicitly favor one political ideology over another.,ok,2,-0.425
jacobin,phi3:mini,jacobin_265555549188,,,,,,,fallback,2,
jacobin,phi3:mini,jacobin_125010757319,-0.85,-1.0,-0.9,0.0,0.95,The article exhibits a clear left-leaning bias against Chaves's rightward policies and his dismantling of the Costa Rican welfare state. It also criticizes him for perpetuating gender inequality.,ok,2,-0.6875
jacobin,phi3:mini,jacobin_236421211848,-0.9,-1.0,-0.85,-0.95,0.95,"The article displays a clear left-leaning bias with negative framing towards the U.S., particularly in its portrayal of Trump's statements and policies as aggressive or paranoid.",ok,2,-0.925
jacobin,phi3:mini,jacobin_020900535707,-0.1,-0.2,-0.3,0.0,0.95,The article presents a largely neutral perspective with minor left-leaning tones in discussing societal issues and public care systems.,ok,2,-0.15000000000000002
jacobin,phi3:mini,jacobin_163802476498,-0.1,-0.2,0.0,0.0,0.95,The article provides a factual account of Bill de Blasio's approach to universal pre-K in New York City without overtly favoring any political ideology.,ok,2,-0.07500000000000001
jacobin,phi3:mini,jacobin_195097742057,,,,,,,fallback,2,
jacobin,qwen2.5:3b-instruct,jacobin_005466088031,-0.3,-0.4,-0.5,0.0,1.0,"The article discusses both structure-based and momentum-based organizing methods, highlighting the challenges faced by a union trying to organize workers in auto plants. It leans slightly left with its focus on grassroots organizing techniques.",ok,2,-0.3
jacobin,qwen2.5:3b-instruct,jacobin_265555549188,-1.0,-1.0,-1.0,0.0,1.0,The article is highly critical of Israel's actions in Gaza and portrays the situation as a genocide. It does not mention any right-leaning perspectives.,ok,2,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_125010757319,-0.5,-0.75,-0.625,0.0,1.0,"The article focuses on Rodrigo Chaves's administration, which is portrayed negatively with a framing that leans left due to its critique of the populist approach and its emphasis on confrontation over compromise.",ok,2,-0.46875
jacobin,qwen2.5:3b-instruct,jacobin_236421211848,-0.5,-0.75,-0.5,0.0,0.95,"The article focuses on the Mexican president's diplomatic strategy and its short-lived effectiveness, highlighting Trump's continued hostile rhetoric towards Mexico. This shows a clear left-leaning subject bias with right-leaning framing and treatment biases.",ok,2,-0.4375
jacobin,qwen2.5:3b-instruct,jacobin_020900535707,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on mother-led movements and their impact, presenting them as responses to the hollowing out of public care and collective refusals to private burden acceptance.",ok,2,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_163802476498,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the Mayor's perspective and decision-making, highlighting his commitment to universality despite debates about welfare versus universal programs.",ok,2,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_195097742057,-0.4,-0.6,-0.5,0.0,0.87,"The article leans left in its subject matter and framing, criticizing the deinstitutionalization of politics and advocating for more robust forms of political engagement.",ok,2,-0.375
jacobin,gemma3:4b,jacobin_005466088031,0.2,0.3,0.7,0.0,0.8,"The article presents a nuanced discussion of organizing strategies within the UAW, favoring a pragmatic approach that blends traditional structure-based methods with a more fluid, momentum-based model. It highlights the union's past shortcomings and emphasizes the need for adaptability and strategic thinking to address the challenges of mass organizing.",ok,2,0.3
jacobin,gemma3:4b,jacobin_265555549188,0.7,0.8,0.9,0.1,0.85,"This article heavily frames the situation in Gaza as a continuation of genocide, focusing on Israeli actions and the dire humanitarian conditions. It presents a strongly critical perspective towards Israel and its policies.",ok,2,0.625
jacobin,gemma3:4b,jacobin_125010757319,-0.6,0.3,-0.7,0.0,0.8,"The article presents Rodrigo Chaves' administration as aggressively right-leaning, employing confrontational rhetoric and attacking institutions. It criticizes his policies regarding welfare, economic inequality, and gender issues, portraying them as detrimental and normalizing harmful practices.",ok,2,-0.25
jacobin,gemma3:4b,jacobin_236421211848,0.1,-0.4,0.3,0.2,0.8,The article presents Sheinbaum positively while highlighting inflammatory rhetoric from Trump and referencing historical conflict. The framing leans towards criticizing US actions and emphasizing Mexican successes.,ok,2,0.04999999999999999
jacobin,gemma3:4b,jacobin_020900535707,0.2,0.3,0.6,0.0,0.8,"The article focuses on grassroots movements advocating for public care, suggesting a slight left-leaning perspective. It favorably portrays the mothers' efforts to challenge inadequate services and systemic issues within the Swedish welfare system.",ok,2,0.275
jacobin,gemma3:4b,jacobin_163802476498,0.3,0.2,0.4,0.0,0.8,"The article presents a nuanced discussion of de Blasio's Universal Pre-K initiative, primarily focusing on the rationale behind its design and the debates surrounding its implementation. It leans slightly towards a supportive perspective, highlighting the administration's commitment to equity and the practical considerations driving the program's structure. ",ok,2,0.225
jacobin,gemma3:4b,jacobin_195097742057,,,,,,,ok,2,
jacobin,MichelRosselli/apertus:latest,jacobin_005466088031,0.0,-1.0,-1.0,0.0,0.85,"The article discusses the UAW's strategy in organizing workers, particularly focusing on 'momentum-based' versus 'structure-based' approaches. The tone is analytical and neutral towards political leanings.",ok,2,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_265555549188,0.0,-1.0,-1.0,0.0,0.95,"The article provides a comprehensive overview of the ongoing genocide in Gaza, highlighting the scale of destruction and death inflicted on Palestinians. It also discusses the challenges faced by humanitarian organizations and the restrictions imposed by Israel on aid access.",ok,2,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_125010757319,0.0,-1.0,-1.0,0.0,0.98,"The article presents a neutral subject bias, as it does not favor any particular political ideology in its topic selection. The framing is left-leaning due to the negative portrayal of Rodrigo Chaves and his administration's policies. The treatment of the right is unfavorable; however, the treatment of the left is unclear. There are no quoted speakers or invited voices with a clear political bias.",ok,2,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_236421211848,0.0,-1.0,0.0,0.0,0.85,"The article discusses Mexican President Claudia Sheinbaum's strategy of handling Trump directly, bypassing Rubio. The tone is critical towards Trump and his policies, especially regarding Mexico.",ok,2,-0.25
jacobin,MichelRosselli/apertus:latest,jacobin_020900535707,0.0,-1.0,-1.0,0.0,0.95,"Article discusses mother-led movements in Sweden demanding public accountability for children's rights, highlighting the political nature of care and its impact on women.",ok,2,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_163802476498,0.0,-1.0,-1.0,0.0,0.85,"The article discusses the history and current state of universal childcare in New York City, focusing on its political context and challenges.",ok,2,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_195097742057,0.0,-1.0,-1.0,0.0,0.75,"The article discusses the rise of hyperpolitics and its impact on political engagement, framing it as a left-leaning critique.",ok,2,-0.5
jacobin,llama3.1:8b,jacobin_005466088031,-0.5,-0.2,-0.7,-1.0,0.8,"The article presents a neutral to left-leaning perspective on labor organizing, with a focus on worker-led movements and criticizing traditional union structures.",ok,2,-0.6
jacobin,llama3.1:8b,jacobin_265555549188,-1.0,-1.0,-1.0,0.0,0.9,"The article presents a strongly left-leaning perspective on the Israeli-Palestinian conflict, focusing on human rights abuses and criticizing Israeli actions as a form of genocide.",ok,2,-0.75
jacobin,llama3.1:8b,jacobin_125010757319,-0.8,-0.7,-1.0,-1.0,0.9,"Article presents a critical view of Rodrigo Chaves' administration, highlighting its populist style, technocratic economic policies, and patriarchal agenda.",ok,2,-0.875
jacobin,llama3.1:8b,jacobin_236421211848,-0.8,-1.0,-0.9,-0.7,0.85,"The article presents a critical view of Trump's actions and policies, while portraying Sheinbaum in a positive light. The language used is often sarcastic and mocking towards Trump.",ok,2,-0.8500000000000001
jacobin,llama3.1:8b,jacobin_020900535707,-0.5,-0.7,-0.8,-1.0,0.9,"The article presents a sympathetic and critical view of mother-led movements in Sweden, highlighting their struggles against welfare cutbacks and the privatization of care services.",ok,2,-0.75
jacobin,llama3.1:8b,jacobin_163802476498,-0.4,-0.2,-0.1,0.5,0.8,"The article appears to have a generally neutral tone, but with some subtle left-leaning biases in the framing and treatment of the topic. The guest's bias is slightly right-leaning due to their discussion of public-private partnerships.",ok,2,-0.05000000000000002
jacobin,llama3.1:8b,jacobin_195097742057,-0.25,-0.5,-0.3,0.0,0.8,"This article discusses the concept of 'hyperpolitics' and its impact on modern society, with a focus on the decline of institutionalized involvement in politics and the rise of disorganized dissent. The author's tone is critical of the current state of politics and suggests that hyperpolitics has led to a lack of direction and lasting change.",ok,2,-0.2625
jacobin,phi3.5:latest,jacobin_005466088031,-0.1,-0.2,-0.3,0.0,0.85,"The article discusses a labor movement's strategy and experiences with organizing in the auto industry from both left-leaning (favoring worker solidarity) to slightly right-leaning perspectives due to its critique of traditional business unionism but without strong ideological language. The framing is critical yet constructive, focusing on practical strategies for labor organization rather than political agendas.",ok,2,-0.15000000000000002
jacobin,phi3.5:latest,jacobin_119187946575,-0.1,-0.2,-0.3,-0.2,0.95,The article leans slightly towards a left-leaning perspective by highlighting grassroots activism and social justice in the context of healthcare reform within an underserved community; it also suggests criticism or skepticism regarding institutional responses to these movements.,ok,2,-0.2
jacobin,phi3.5:latest,jacobin_233576468271,0.0,-0.1,0.0,-0.2,0.85,"The article discusses the author's academic and intellectual journey with a focus on social movements for change rather than explicitly favoring left or right ideologies; however, there is slight framing bias due to mention of figures like Tom Hayden who are associated historically more closely with progressive causes. The treatment seems neutral towards political parties but leans slightly negative against the establishment by critiquing its role in US foreign policy.",ok,2,-0.07500000000000001
jacobin,phi3.5:latest,jacobin_037208927550,-0.1,-0.2,-0.3,-0.4,0.95,"The article suggests a critical view of the IOC's consideration to involve private equity in financing its events by presenting it as potentially exploitative and profit-driven rather than purely philanthropic or community-oriented; this leans slightly towards left bias. The framing implies skepticism about commercializing sports, which tends toward a more traditionalist view often associated with the political right.",ok,2,-0.25
jacobin,phi3.5:latest,jacobin_265555549188,-1.0,-1.0,-1.0,-1.0,0.95,"The article presents a critical perspective on the ceasefire in Gaza and Israel's actions following it, using strong language that suggests left-leaning bias ('genocide', 'colonial occupation'). The framing is negative towards Israeli policies without presenting counterarguments. Guests or quoted voices are not specifically mentioned to assess their political leanings.",ok,2,-1.0
jacobin,phi3.5:latest,jacobin_125010757319,-0.7,-0.85,-0.9,,0.95,The article demonstrates a clear left-leaning bias against Rodrigo Chaves's administration by highlighting its confrontational rhetoric and attacks on the welfare state while criticizing his policy failures to address poverty and inequality effectively.,ok,2,-0.8166666666666665
jacobin,phi3.5:latest,jacobin_236421211848,-0.7,-0.85,-0.9,,0.95,The article criticizes the US approach towards Mexico and implies a negative view of President Trump's comments on Mexican immigration policies; it also references historical events in a way that seems to undermine American exceptionalism from a left-leaning perspective.,ok,2,-0.8166666666666665
jacobin,phi3.5:latest,jacobin_020900535707,-0.1,-0.2,-0.3,0.0,0.9,"The article leans slightly towards left-leaning views by discussing social issues and advocating for public accountability in care services; however, it maintains a neutral tone without overtly favoring either political side.",ok,2,-0.15000000000000002
