source,model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,status,run,overall_bias
jacobin,llama3.2:latest,jacobin_163802476498,-0.5,0.8,0.3,0.2,0.9,"The article presents a neutral and informative discussion about the universal pre-K initiative, with no apparent bias towards either side of the political spectrum. The author provides historical context and quotes from Bill de Blasio to support their arguments, which adds credibility to the piece.",ok,1,0.2
jacobin,llama3.2:latest,jacobin_802947543410,,,,,,,recovered,1,
jacobin,llama3.2:latest,jacobin_195097742057,-1.0,-0.5,-0.2,0.0,0.8,"The tone of the article is generally critical, with a focus on highlighting the negative consequences of hyperpolitics. However, the author also acknowledges the potential for social movements to bring about change, as seen in the example of the Black Lives Matter movement.",ok,1,-0.425
jacobin,gemma2:latest,jacobin_448736831376,-0.7,-0.8,-0.9,-0.6,0.8,"The article focuses on criticism of the US blockade against Cuba, using strong language and quotes from left-leaning politicians and legal experts.",ok,1,-0.75
jacobin,gemma2:latest,jacobin_538690573725,,,,,,,fallback,1,
jacobin,gemma2:latest,jacobin_005466088031,,,,,,,recovered,1,
jacobin,gemma2:latest,jacobin_874381297379,-0.2,0.3,0.1,0.0,0.6,"The article critiques a narrative of class war between tech billionaires and white-collar workers, framing it as a natural consequence of capitalism and automation.",ok,1,0.049999999999999996
jacobin,gemma2:latest,jacobin_507318743733,0.2,-0.3,-0.4,0.0,0.6,The article focuses on a tragic event in Gaza and presents the Palestinian perspective. The framing highlights the suffering of civilians and criticizes Israeli actions.,ok,1,-0.125
jacobin,gemma2:latest,jacobin_846483038027,0.2,-0.3,-0.6,0.0,0.7,The article focuses on worker organizing efforts and portrays the company as resistant to unionization. The framing highlights worker struggles and legal victories.,ok,1,-0.175
jacobin,gemma2:latest,jacobin_683906457517,-0.8,-0.9,-0.7,0.0,0.95,"The article strongly criticizes the Trump administration's immigration policies, particularly focusing on the negative impacts on children. The language used is highly charged and emotionally evocative.",ok,1,-0.6000000000000001
jacobin,gemma2:latest,jacobin_818510627337,0.2,-0.3,-0.1,-0.4,0.8,"The article focuses on the left-leaning legacy of Jesse Jackson, highlighting his influence on progressive politics and the Democratic Party. The framing is generally positive towards Jackson and his socialist allies.",ok,1,-0.15
jacobin,gemma2:latest,jacobin_767642997346,-0.3,-0.5,-0.6,0.2,0.7,"The article focuses on corporate influence potentially hindering antitrust enforcement, framing it negatively towards corporations and suggesting a left-leaning perspective.",ok,1,-0.3
jacobin,gemma2:latest,jacobin_578530688994,0.0,0.0,0.0,,0.5,The article presents information about a specific topic without clear political leanings.,recovered,1,0.0
jacobin,gemma2:latest,jacobin_265555549188,,,,,,,fallback,1,
jacobin,gemma2:latest,jacobin_940133665222,0.2,-0.3,0.1,0.0,0.6,The article promotes democratic socialism and popular assemblies as tools for governance. The framing is generally positive towards these concepts.,ok,1,6.938893903907228e-18
jacobin,gemma2:latest,jacobin_601037772224,0.0,-0.1,0.0,0.0,0.7,"The article focuses on the life and activism of Jesse Jackson, highlighting his experiences with segregation and involvement in the civil rights movement.",ok,1,-0.025
jacobin,gemma2:latest,jacobin_125010757319,-0.2,-0.6,-0.7,0.0,0.8,"The article presents a critical view of the Chaves administration, highlighting its negative impacts on social programs and gender equality.",ok,1,-0.375
jacobin,gemma2:latest,jacobin_236421211848,0.0,-0.3,-0.2,-0.5,0.7,The article focuses on US-Mexico relations with a left-leaning framing due to criticism of Trump's rhetoric and policies. Quoted voices lean left.,ok,1,-0.25
jacobin,gemma2:latest,jacobin_020900535707,0.0,-0.2,0.0,0.0,0.6,"The article focuses on grassroots movements advocating for public care, which can be seen as left-leaning. However, the framing avoids overtly political language and presents a neutral perspective on the issues.",ok,1,-0.05
jacobin,gemma2:latest,jacobin_163802476498,,,,,,,fallback,1,
jacobin,gemma2:latest,jacobin_802947543410,0.1,-0.2,-0.3,0.0,0.6,The article focuses on a protest with conflicting narratives surrounding a shooting. The framing leans slightly left due to the emphasis on the activists' perspective and potential police misconduct.,ok,1,-0.1
jacobin,gemma2:latest,jacobin_195097742057,,,,,,,fallback,1,
jacobin,phi3:mini,jacobin_448736831376,-1.0,-1.0,-1.0,-1.0,0.95,The article heavily criticizes the U.S.'s policies towards Cuba and is clearly left-leaning.,ok,1,-1.0
jacobin,phi3:mini,jacobin_538690573725,-1.0,-1.0,-1.0,0.0,0.95,The article exhibits a strong left-leaning bias against the Trump administration's immigration policies and actions during its tenure. The framing of ICE agents as heavy-handed and cruel aligns with right-leaning criticism towards such enforcement tactics.,ok,1,-0.75
jacobin,phi3:mini,jacobin_005466088031,-0.5,-1.0,-1.0,0.0,0.95,The article leans left by discussing labor issues and organizing methods favorably towards worker-to-worker organization over traditional union strategies; it also criticizes the lack of preparation in current staff for such efforts.,ok,1,-0.625
jacobin,phi3:mini,jacobin_874381297379,-1.0,-1.0,-0.5,0.0,0.95,The article presents a critical view of tech billionaires' impact on white-collar jobs and aligns with leftist perspectives without explicit bias towards any political party.,ok,1,-0.625
jacobin,phi3:mini,jacobin_507318743733,,,,,,,fallback,1,
jacobin,phi3:mini,jacobin_846483038027,-0.5,-1.0,-0.7,0.0,0.95,The article leans left with a negative framing towards Chipotle's labor practices and shows treatment bias against the company by highlighting worker grievances without significant defense from their side.,ok,1,-0.55
jacobin,phi3:mini,jacobin_683906457517,,,,,,,fallback,1,
jacobin,phi3:mini,jacobin_818510627337,-0.5,-1.0,-0.7,-1.0,0.9,The article leans left-leaning in its subject matter and framing by highlighting Jesse Jackson's significant influence on socialist movements within the Democratic Party; it also appears to treat these elements more favorably than right-leaning counterparts.,ok,1,-0.8
jacobin,phi3:mini,jacobin_767642997346,-1.0,-0.85,-1.0,-1.0,0.95,"The article presents a strong left-leaning bias towards the Justice Department and its antitrust actions against corporations like Live Nation, Visa, and Apple. The framing is critical of these companies' influence over government agencies while highlighting concerns about political connections affecting legal outcomes.",ok,1,-0.9625
jacobin,phi3:mini,jacobin_578530688994,-0.1,-0.2,-0.3,0.0,0.95,The article leans slightly left due to its focus on social justice and democratic socialism within a religious context. The framing is right-leaning but not strongly so.,ok,1,-0.15000000000000002
jacobin,phi3:mini,jacobin_265555549188,,,,,,,fallback,1,
jacobin,phi3:mini,jacobin_940133665222,-0.5,-0.7,-0.6,0.0,0.9,The article leans towards socialist perspectives with a clear emphasis on working-class power and democratic governance through popular assemblies in New York City's context.,ok,1,-0.44999999999999996
jacobin,phi3:mini,jacobin_601037772224,-1.0,-1.0,-0.5,-1.0,0.9,The article is clearly left-leaning and biased towards civil rights movements as it highlights Jackson's activism against segregation while also showing his personal struggles due to racial discrimination.,ok,1,-0.875
jacobin,phi3:mini,jacobin_125010757319,-1.0,-1.0,-1.0,-1.0,0.95,The article presents a clear left-leaning bias against Rodrigo Chaves' administration and policies. The language used to describe his actions indicates strong disapproval.,ok,1,-1.0
jacobin,phi3:mini,jacobin_236421211848,-1.0,-1.0,-1.0,0.0,0.95,The article strongly leans towards Mexico with a negative portrayal of the US administration's actions and rhetoric.,ok,1,-0.75
jacobin,phi3:mini,jacobin_020900535707,-0.5,-1.0,-0.7,-0.8,0.9,The article is left-leaning in its subject matter and framing by highlighting issues of care as political struggles that reflect broader societal problems. The treatment bias towards the right for public accountability shows a clear favoritism to progressive views on social welfare.,ok,1,-0.75
jacobin,phi3:mini,jacobin_163802476498,-0.15,-0.25,-0.3,0.0,0.95,The article has a slight left-leaning bias in its framing and treatment of universal childcare as primarily beneficial for low-income families while also touching on the political economy aspect that supports creating new agencies specifically focused on early education.,ok,1,-0.175
jacobin,phi3:mini,jacobin_802947543410,-0.25,-0.75,-0.6,0.0,0.95,"The article appears to lean left due to its focus on the negative aspects of right-leaning practices in Texas and criticism towards ICE policies, although it maintains a neutral tone overall.",ok,1,-0.4
jacobin,phi3:mini,jacobin_195097742057,,,,,,,fallback,1,
jacobin,qwen2.5:3b-instruct,jacobin_448736831376,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on criticizing the U.S. government's actions towards Cuba, with quotes from Democrats who are critical of the blockade. The language is strongly against the U.S. stance.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_538690573725,-1.0,-1.0,-1.0,0.0,1.0,"The article heavily criticizes the Trump administration's actions and portrays them in a negative light, focusing on the abuses of power and lack of accountability.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_005466088031,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the use of 'motive-based organizing' and contrasts it with traditional 'structure-based organizing,' leaning towards a more progressive approach.",ok,1,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_874381297379,-0.3,-0.7,-0.5,0.0,1.0,"The article discusses the impact of AI on white-collar jobs, presenting a nuanced view that challenges simplistic class war narratives and highlights the systemic nature of job losses.",ok,1,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_507318743733,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on a true story about human rights violations, showing empathy and concern for the victims without glorifying any side.",ok,1,-0.4375
jacobin,qwen2.5:3b-instruct,jacobin_846483038027,-0.5,-0.75,-0.5,0.0,1.0,"The article primarily focuses on the unionization efforts of Chipotle workers in Maine and New York, highlighting their successes and challenges. It leans left by emphasizing worker activism and legal advocacy.",ok,1,-0.4375
jacobin,qwen2.5:3b-instruct,jacobin_683906457517,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on the Trump administration's actions and policies towards immigrant children, portraying them in a negative light.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_818510627337,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses heavily on the left-wing influence and legacy of Jesse Jackson, presenting his work as a model for progressive politics.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_767642997346,-0.8,-0.9,-0.9,0.0,1.0,"The article focuses heavily on the ousting of an antitrust official and subsequent changes in policy, with a strong emphasis on corporate influence over government decisions.",ok,1,-0.65
jacobin,qwen2.5:3b-instruct,jacobin_578530688994,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the intellectual and social history of left-Christian thinkers, with a strong emphasis on their contributions to democratic socialism.",ok,1,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_265555549188,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses heavily on the suffering and destruction in Gaza, criticizing Israel's actions and highlighting the ongoing genocide. It does not mention any counter-narratives or perspectives from the Israeli side.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_940133665222,-1.0,-1.0,-1.0,0.0,1.0,"The article is strongly left-leaning in its subject, framing, and treatment of the topic, with no clear right-leaning voices or perspectives presented.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_601037772224,-0.5,-0.7,-0.6,0.0,1.0,"The article focuses on Jesse Jackson's early life and activism, highlighting his experiences with segregation and discrimination. It portrays him as a progressive figure who fought against racial injustice.",ok,1,-0.44999999999999996
jacobin,qwen2.5:3b-instruct,jacobin_125010757319,-0.6,-0.8,-0.7,0.0,1.0,"The article focuses on Rodrigo Chaves's administration and its policies, presenting a critical view that leans heavily towards the left.",ok,1,-0.5249999999999999
jacobin,qwen2.5:3b-instruct,jacobin_236421211848,-0.5,-0.75,-0.5,0.0,1.0,"The article focuses on Mexican president Claudia Sheinbaum's diplomatic approach to Trump, but heavily criticizes its effectiveness and consequences.",ok,1,-0.4375
jacobin,qwen2.5:3b-instruct,jacobin_020900535707,-1.0,-1.0,-1.0,0.0,1.0,"The article focuses on mother-led movements in Sweden advocating for public care and against welfare cutbacks, showing a clear left-leaning perspective.",ok,1,-0.75
jacobin,qwen2.5:3b-instruct,jacobin_163802476498,-0.4,-0.6,-0.5,0.0,1.0,"The article discusses the history and implementation of universal pre-K in New York City, with a focus on Mayor de Blasio's approach. It leans left in its framing and treatment of the topic.",ok,1,-0.375
jacobin,qwen2.5:3b-instruct,jacobin_802947543410,-0.5,-0.75,-0.625,0.0,1.0,"The article focuses on a controversial incident involving police and activists, presenting it from a critical perspective without clear bias towards either side.",ok,1,-0.46875
jacobin,qwen2.5:3b-instruct,jacobin_195097742057,-0.4,-0.6,-0.5,0.0,1.0,"The article focuses on the decline of traditional political institutions and ideologies, presenting a critical view without favoring either side.",ok,1,-0.375
jacobin,gemma3:4b,jacobin_448736831376,0.7,0.8,0.9,0.9,0.95,"The article strongly frames the Executive Order as cruel and unjust, citing multiple Democratic voices and an international law expert. It consistently portrays the U.S. blockade against Cuba as illegal and a form of collective punishment.",ok,1,0.825
jacobin,gemma3:4b,jacobin_538690573725,0.7,0.8,-0.8,-0.2,0.85,"The article heavily frames the Metro Surge operation as an abuse of power, fueled by political motivations and characterized by excessive force and the unjustified targeting of American citizens. It presents a strongly negative treatment of the Trump administration and its officials, highlighting instances of violence and wrongful accusations.",ok,1,0.12499999999999999
jacobin,gemma3:4b,jacobin_005466088031,0.2,0.3,0.7,0.0,0.8,"The article presents a nuanced discussion of organizing strategies, favoring a pragmatic approach that blends momentum-based tactics with established structure-based methods. It highlights the UAW's challenges stemming from outdated practices and ultimately advocates for a bold, scalable strategy to address declining union density.",ok,1,0.3
jacobin,gemma3:4b,jacobin_874381297379,0.3,0.6,0.1,0.0,0.8,"The article primarily frames the tech layoffs as a natural consequence of capitalism and technological advancement, rather than a deliberate class war. It leans slightly left by highlighting the vulnerability of white-collar workers and referencing Marxist analysis, while offering a measured perspective on the broader economic trends.",ok,1,0.24999999999999997
jacobin,gemma3:4b,jacobin_507318743733,0.6,0.7,0.3,0.0,0.8,"The article presents a factual account of the Hind Rajab case, emphasizing the bureaucratic obstacles and the tragic circumstances. It leans slightly towards a critical perspective on the Israeli military's actions, highlighting investigative reports and the perspectives of the Red Crescent workers.",ok,1,0.39999999999999997
jacobin,gemma3:4b,jacobin_846483038027,,,,,,,ok,1,
jacobin,gemma3:4b,jacobin_683906457517,-0.6,0.8,0.9,-0.3,0.8,"This article strongly frames the Trump administration’s actions as abusive and targeting vulnerable individuals, particularly children. It highlights numerous instances of alleged misconduct and seeks to portray the administration negatively.",ok,1,0.2
jacobin,gemma3:4b,jacobin_818510627337,0.7,0.8,0.9,0.6,0.85,"The article heavily frames Jackson's legacy through a left-leaning lens, emphasizing his influence on socialist movements and his critiques of corporate forces. It consistently portrays Jackson as a progressive figure and highlights his impact on subsequent political figures like Sanders and Biden.",ok,1,0.75
jacobin,gemma3:4b,jacobin_767642997346,-0.6,0.7,0.8,0.3,0.85,"The article heavily frames the ouster of Gail Slater as a consequence of political interference and corporate influence within the Justice Department, particularly highlighting concerns about the Trump administration's impact on antitrust enforcement. It demonstrates a clear bias towards a critical perspective of the administration's actions regarding major corporate cases.",ok,1,0.3
jacobin,gemma3:4b,jacobin_578530688994,0.2,0.1,0.3,0.0,0.8,"The article presents a biographical exploration of Dorrien's intellectual development, focusing on his influences and engagement with various philosophical and theological traditions. It offers a relatively neutral treatment of the figures discussed, highlighting their contributions and controversies within the context of left-Christian thought.",ok,1,0.15000000000000002
jacobin,gemma3:4b,jacobin_265555549188,0.7,0.8,0.9,0.1,0.95,"This article heavily frames the situation in Gaza as a continuation of a genocide, emphasizing Israeli actions and the deprivation of Palestinians. It presents a strongly critical perspective, focusing on the ongoing violence and restrictions on aid.",ok,1,0.625
jacobin,gemma3:4b,jacobin_940133665222,0.2,0.3,0.7,0.0,0.8,The article strongly advocates for democratic socialism and frames it as a necessary approach to addressing affordability and empowering working-class communities. It presents Zohran Mamdani's administration favorably by highlighting the potential of popular assemblies to strengthen governance and foster political participation.,ok,1,0.3
jacobin,gemma3:4b,jacobin_601037772224,0.2,0.3,0.4,0.0,0.8,"The article details Jackson's early experiences with segregation and his eventual involvement in the Civil Rights Movement, highlighting instances of injustice and activism. It presents a sympathetic view of Jackson's journey and his role as a leader.",ok,1,0.225
jacobin,gemma3:4b,jacobin_125010757319,-0.6,0.7,0.7,0.0,0.8,"The article presents Rodrigo Chaves' administration as aggressively right-leaning, utilizing confrontational rhetoric and attacking established institutions. It highlights failures in policy and exacerbation of social and economic issues, particularly concerning welfare and gender equality, framing Chaves as prioritizing confrontation over consensus.",ok,1,0.19999999999999998
jacobin,gemma3:4b,jacobin_236421211848,0.1,-0.4,0.3,0.2,0.8,"The article presents a nuanced view of the US-Mexico relationship, highlighting both Sheinbaum's successful diplomacy and the escalating rhetoric from both sides. It critiques the framing of the conflict as a simple 'offer' and 'rejection' while exposing the use of conspiracy theories and historical revisionism.",ok,1,0.04999999999999999
jacobin,gemma3:4b,jacobin_020900535707,0.2,0.3,0.6,0.0,0.8,"The article focuses on grassroots movements advocating for public care, suggesting a left-leaning perspective. It portrays these mothers as actively resisting austerity measures and advocating for improved services, indicating a favorable treatment of their cause.",ok,1,0.275
jacobin,gemma3:4b,jacobin_163802476498,0.3,0.2,0.1,0.0,0.8,"The article presents a largely neutral discussion of the development and implementation of New York City's Universal Pre-K program, focusing on the motivations and decisions behind its design. It explores various perspectives on the program's scope and potential future, including debates around funding, delivery models, and eligibility criteria.",ok,1,0.15
jacobin,gemma3:4b,jacobin_802947543410,,,,,,,ok,1,
jacobin,gemma3:4b,jacobin_195097742057,,,,,,,ok,1,
jacobin,MichelRosselli/apertus:latest,jacobin_448736831376,-1.0,-1.0,-1.0,-1.0,0.98,"These Democratic lawmakers are criticizing the Trump administration's decision to impose new sanctions on Cuba, labeling it as 'pure cruelty' and a form of collective punishment that violates international law.",ok,1,-1.0
jacobin,MichelRosselli/apertus:latest,jacobin_538690573725,-1.0,-1.0,-1.0,0.0,0.95,"The article discusses the Trump administration's anti-migrant policies and their impact on US citizens in Minnesota, highlighting instances of heavy-handedness, abuse of power, and fatalities. It presents a critical view of these actions.",ok,1,-0.75
jacobin,MichelRosselli/apertus:latest,jacobin_005466088031,0.0,-1.0,0.0,0.0,0.95,"The article discusses the use of momentum-based organizing in union campaigns, particularly in the auto industry. It highlights the successes and challenges faced by the UAW (United Auto Workers) in their first attempt at mass-scale organizing in the twenty-first century.",ok,1,-0.25
jacobin,MichelRosselli/apertus:latest,jacobin_874381297379,-0.1,-0.25,-0.38,0.0,0.9,"The article discusses the current job market and how AI is impacting white-collar workers, suggesting that this trend has been ongoing for years and isn't necessarily a coordinated attack from tech billionaires or political opponents.",ok,1,-0.1825
jacobin,MichelRosselli/apertus:latest,jacobin_507318743733,,,,,,,fallback,1,
jacobin,MichelRosselli/apertus:latest,jacobin_846483038027,0.0,-1.0,-1.0,0.0,0.75,"The article focuses on the Chipotle workers' efforts to unionize and their struggles with the company, highlighting labor law violations and harassment. It doesn't take a clear stance for or against any political party.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_683906457517,-1.0,-1.0,-1.0,-1.0,0.98,"This article highlights the Trump administration's actions against undocumented immigrants, particularly children and their families. The framing is left-leaning as it criticizes the administration's policies and emphasizes the suffering of those affected.",ok,1,-1.0
jacobin,MichelRosselli/apertus:latest,jacobin_818510627337,0.0,-1.0,-1.0,0.0,0.95,"This article discusses the legacy of Reverend Jesse Jackson, a key figure in US civil rights and left-wing politics. It explores his influence on modern political movements, particularly those associated with socialism and anti-capitalism.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_767642997346,0.0,-1.0,-1.0,0.0,0.95,"This article discusses the ouster of top antitrust cop Gail Slater, amid growing corporate influence and internal divisions within the Justice Department over antitrust matters. The article frames this as a left-leaning narrative, focusing on the Biden administration's efforts to crack down on corporate crimes and alleges that corporate influence may have played a role in Slater's removal.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_578530688994,0.0,-1.0,-1.0,0.0,0.97,"The article discusses the life and works of two Christian theologians, Dorrien and Tillich, who are known for their left-leaning political beliefs and contributions to social ethics and democratic socialism.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_265555549188,0.0,-1.0,-1.0,0.0,0.85,"The article presents a comprehensive overview of the ongoing conflict in Gaza, highlighting the human cost and the failure of ceasefire agreements to provide meaningful relief for Palestinians.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_940133665222,0.0,-1.0,-1.0,0.0,0.75,"The article discusses the importance of popular assemblies in democratic socialism, emphasizing their role in building working-class power and facilitating decision-making processes that are fair and inclusive.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_601037772224,-0.25,-1.0,-1.0,0.0,0.98,"The article focuses on Jesse Jackson's early life, his experiences with segregation in the South, and his involvement in civil rights activism. The framing leans towards a left-leaning narrative as it discusses issues of racial inequality and social justice.",ok,1,-0.5625
jacobin,MichelRosselli/apertus:latest,jacobin_125010757319,0.0,-1.0,-1.0,0.0,0.95,"The article presents a neutral subject bias, with no clear left or right leaning in the topic selection. The framing is negative, focusing on tensions and confrontations between Chaves's administration and political elites. Treatment of both sides is unfavorable to Chavez's approach, which is criticized for its populist style and aggressive tactics against institutions. There are no quoted speakers or invited voices with clear left or right leanings.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_236421211848,0.0,-1.0,0.5,0.0,0.789,"The article discusses the diplomatic relations between Mexico and the United States, particularly focusing on President Trump's interactions with Mexican President Claudia Sheinbaum. The tone is critical of Trump's actions and rhetoric, while praising Sheinbaum's leadership and diplomacy.",ok,1,-0.125
jacobin,MichelRosselli/apertus:latest,jacobin_020900535707,0.0,-1.0,-1.0,0.0,0.85,"The article discusses various mother-led movements in Sweden, focusing on their demands for public accountability and better care for children. The tone is critical of the current state of public services and welfare cutbacks.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_163802476498,0.0,-1.0,-1.0,0.0,0.85,"The article provides a detailed historical context and analysis of universal childcare in NYC, with no clear political bias from the subject matter.",ok,1,-0.5
jacobin,MichelRosselli/apertus:latest,jacobin_802947543410,0.0,-1.0,0.0,0.0,0.75,"The article discusses a noise demonstration that turned violent, resulting in an officer being shot. The framing is left-leaning as it highlights the context of the protest and the potential for violence from armed counterprotesters in red states.",ok,1,-0.25
jacobin,MichelRosselli/apertus:latest,jacobin_195097742057,0.0,-1.0,-1.0,0.0,0.85,"The article provides a neutral perspective on the topic of hyperpolitics, focusing on its historical development and current effects without taking sides.",ok,1,-0.5
jacobin,llama3.1:8b,jacobin_448736831376,-0.8,-1.0,-1.0,-1.0,0.9,"The article presents a strongly left-leaning view, criticizing the Trump administration's policy towards Cuba and highlighting international law concerns. The quotes from Rep. Rashida Tlaib, Rep. Ilhan Omar, and Rep. Chuy García further emphasize this bias.",ok,1,-0.95
jacobin,llama3.1:8b,jacobin_538690573725,-1.0,-1.0,-1.0,0.0,0.8,"Article presents a critical view of the Trump administration's actions, highlighting instances of heavy-handedness and cruelty. The author critiques the administration's policies and treatment of citizens, suggesting a left-leaning bias in both subject selection and framing.",ok,1,-0.75
jacobin,llama3.1:8b,jacobin_005466088031,-0.5,-0.3,-0.4,0.0,0.8,"The article presents a left-leaning perspective on labor organizing, emphasizing the importance of worker-to-worker organizing and criticizing traditional structure-based approaches. The author's experiences with the UAW and their approach to Stand Up 2.0 are presented as a successful example of this approach.",ok,1,-0.30000000000000004
