model,article_id,subject_bias,framing_bias,treatment_bias,guests_bias,confidence,comment,status,run,overall_bias
llama3.2:latest,29142442,-0.05,-0.15,0.25,0.5,0.8,"La cérémonie d'ouverture des Jeux de Milan Cortina 2026 a été marquée par un ton pacifique et inclusif, avec une grande variété de participants et de musiciens internationaux. La direction artistique a été confiée à Marco Ballich, qui a travaillé précédemment aux cérémonies de Turin et Rio.",ok,1,0.1375
llama3.2:latest,29138340,-0.5,1.0,-1.0,-0.25,0.8,"L'initiative pour un fonds climat est présentée comme une menace pour la stabilité financière de la Suisse, ce qui peut être considéré comme une manœuvre politique. La conseillère nationale Simone de Montmollin présente des arguments contre l'initiative en soulignant les coûts et les risques pour le futur des générations.",ok,1,-0.1875
llama3.2:latest,29147331,0.0,0.0,0.0,0.0,1.0,"L'article présente une couverture équilibrée des sports, mais sans précision politique sur les résultats. Le ton est positif mais neutre.",ok,1,0.0
llama3.2:latest,29115321,-1.0,-1.0,0.5,-0.25,0.8,"L'article présente une vision très critique de l'Europe et de ses relations avec les États-Unis, indiquant un biais à gauche. Le ton est tendancieux et accusateur, ce qui suggère une framing bias à gauche. Les expertes citées dans l'article sont souvent critiquées pour leurs positions politiques, ce qui pourrait être interprété comme un traitement bias à gauche. Cependant, les citations de Paul Maurice sont plus nuancées et apportent des perspectives alternatives, ce qui réduit le score de guests_bias. La confiance exprimée dans l'article est relativement élevée, ce qui suggère que le sujet et la framing sont bien choisis.",ok,1,-0.4375
llama3.2:latest,29147656,,,,,,null,recovered,1,
llama3.2:latest,29144921,-0.05,0.0,0.0,0.0,1.0,L'article présente un ton neutre et aborde le sujet de l'avalanche en Suisse sans tendance politique évidente.,ok,1,-0.0125
gemma2:latest,29147304,0.0,0.0,0.0,0.0,0.95,The article focuses on a sports event with no discernible political leanings. All coverage is neutral and factual.,ok,1,0.0
gemma2:latest,29147162,0.0,-0.2,0.1,-0.3,0.6,"The article focuses on EU regulations to reduce textile waste, presenting both supporting and critical viewpoints. Framing leans slightly left due to emphasis on environmental concerns.",ok,1,-0.1
gemma2:latest,29134931,0.0,0.0,0.0,0.0,0.7,The article focuses on a natural disaster and the political response. There is no clear leaning towards left or right perspectives.,ok,1,0.0
gemma2:latest,29147820,0.0,0.0,0.0,0.0,0.7,The article presents factual information about a Swiss unemployment insurance reform without expressing clear political opinions.,ok,1,0.0
gemma2:latest,29142365,0.0,-0.2,0.0,0.0,0.5,The article focuses on market data and economic factors influencing Bitcoin's decline. There is a slight negative framing due to emphasizing investor fear and potential contagion.,ok,1,-0.05
gemma2:latest,29151828,,,,,,,fallback,1,
gemma2:latest,29147062,-0.2,0.6,0.3,0.7,0.8,The article primarily presents Trump's perspective on trade with Switzerland. The framing emphasizes his actions and statements while portraying Swiss officials as less influential.,ok,1,0.35
gemma2:latest,29139994,0.0,0.0,0.0,0.0,0.95,The article presents factual information about a specific calendar phenomenon with no discernible political slant.,ok,1,0.0
gemma2:latest,29150791,,,,,,,fallback,1,
gemma2:latest,29144178,0.0,0.0,0.0,0.0,0.6,The article focuses on a specific case of animal mistreatment without explicitly taking a stance on agricultural policy or regulations.,ok,1,0.0
gemma2:latest,29148270,0.0,0.0,0.0,0.0,0.6,The article presents factual information about the complexities of holding elections in Ukraine during wartime. There is no clear leaning towards a particular political perspective.,ok,1,0.0
gemma2:latest,29148433,0.0,0.0,0.0,0.0,0.95,The article is a neutral obituary reporting the death of an actor. There is no discernible political slant.,ok,1,0.0
gemma2:latest,29134266,-0.6,-0.8,-0.7,0.0,0.8,"The article frames the US-EU relationship negatively, highlighting potential American manipulation and European dependence. The author's tone suggests a left-leaning perspective on international relations.",ok,1,-0.5249999999999999
gemma2:latest,29150974,0.0,0.0,0.0,0.0,0.8,The article focuses on a statement from lawyer associations condemning attacks against lawyers. It presents their viewpoint without explicit political leaning.,ok,1,0.0
gemma2:latest,29148256,0.0,-0.2,-0.3,-0.5,0.6,The article focuses on a legal case with clear exploitation but doesn't explicitly take sides in political debates.,ok,1,-0.25
gemma2:latest,28980688,0.0,0.1,0.0,0.0,0.6,The article presents a generally neutral overview of Swiss-Iraqi economic relations. There is a slight rightward lean due to emphasis on the potential benefits for Swiss businesses and the positive portrayal of Iraqi officials' views.,ok,1,0.025
gemma2:latest,29123091,0.0,0.0,0.0,0.0,0.95,The article announces a contest related to the Olympics. There is no political content or leanings present.,ok,1,0.0
gemma2:latest,29142442,0.0,0.0,0.0,0.0,0.8,The article provides a neutral and factual account of the opening ceremony of the 2026 Winter Olympics in Milan and Cortina d'Ampezzo.,ok,1,0.0
gemma2:latest,29138340,0.0,-0.2,0.4,0.1,0.6,"The article presents both sides of the argument regarding a climate fund initiative in Switzerland. However, it gives more attention and platform to the opposing viewpoint, potentially influencing reader perception.",ok,1,0.07500000000000001
gemma2:latest,29147331,0.0,0.0,0.0,0.0,0.8,The article provides factual reporting on Swiss athletes' performance in various winter sports events. There is no overt political slant or bias observed.,ok,1,0.0
gemma2:latest,29115321,,,,,,,fallback,1,
gemma2:latest,29147656,0.0,0.0,0.0,0.0,0.75,"The article reports on government aid to victims of a fire, with no clear political slant.",ok,1,0.0
gemma2:latest,29144921,0.0,0.0,0.0,0.0,0.8,The article presents a factual account of the 1951 Swiss avalanche event. It avoids overtly partisan language or perspectives.,ok,1,0.0
phi3:mini,29147304,-0.2,-0.1,0.0,0.0,0.95,The article shows a slight left-leaning bias with its positive focus on Franjo von Allmen's achievements and the celebration of Swiss alpine champions in history context.,ok,1,-0.07500000000000001
phi3:mini,29147162,-0.1,-0.3,-0.2,0.0,0.95,The article mostly leans left due to its focus on environmental concerns and criticism of the fast fashion industry's impact. The framing bias score reflects a slightly more critical tone towards right-leaning entities if any were mentioned.,ok,1,-0.15000000000000002
phi3:mini,29134931,,,,,,,recovered,1,
phi3:mini,29147820,,,,,,,recovered,1,
phi3:mini,29142365,-0.1,-0.4,-0.3,0.0,0.85,The article leans slightly left with a negative tone towards Bitcoin and financial institutions but remains mostly factual without clear favoritism.,ok,1,-0.2
phi3:mini,29151828,,,,,,,fallback,1,
phi3:mini,29147062,-0.7,-1.2,-0.9,-0.85,0.95,The article demonstrates a clear left-leaning bias in its subject selection and framing against Switzerland's economic practices under Donald Trump’s administration.,ok,1,-0.9125
phi3:mini,29139994,,,,,,,recovered,1,
phi3:mini,29150791,-0.2,-0.1,-0.3,0.0,0.85,The article contains slight left-leaning tones and subject matter with some favorable treatment to the right but overall presents a balanced view.,ok,1,-0.15000000000000002
phi3:mini,29144178,,,,,,,fallback,1,
phi3:mini,29148270,-1.0,-0.5,0.0,-1.0,0.95,The article leans slightly left with a high level of confidence due to its critical tone towards US pressure and emphasis on Ukrainian sovereignty.,ok,1,-0.625
phi3:mini,29148433,0.0,0.0,-1.0,0.0,1.0,The article treats the subject with respect and dignity without partisan language or tone.,ok,1,-0.25
phi3:mini,29134266,-1.0,-1.0,-0.8,0.0,0.95,The article displays a consistent left-leaning bias with strong criticism of US foreign policy and skepticism towards the military alliance with Europe.,ok,1,-0.7
phi3:mini,29150974,,,,,,,fallback,1,
phi3:mini,29148256,,,,,,,recovered,1,
phi3:mini,28980688,-0.15,-0.3,0.2,0.0,0.85,"The article appears to have a slight left-leaning framing bias due to the focus on economic development and social issues in Iraq; however, it's mostly neutral with minimal subject or treatment biases.",ok,1,-0.062499999999999986
phi3:mini,29123091,,,,,0.85,The article presents a ski competition with minimal political content and appears balanced in its treatment of participants.,recovered,1,
phi3:mini,29142442,,,,,0.85,,recovered,1,
phi3:mini,29138340,-1.0,-0.75,-1.0,0.0,0.9,"The article leans left with a clear bias in tone and framing against the climate initiative, treating it unfavorably.",ok,1,-0.6875
phi3:mini,29147331,,,,,,,recovered,1,
phi3:mini,29115321,,,,,,,fallback,1,
phi3:mini,29147656,-0.2,-0.3,-0.4,0.1,0.95,"The article demonstrates a slight left-leaning bias in its subject selection and framing by focusing on the need for state intervention to assist victims of disasters where private insurance is lacking; however, there's little indication that either political standpoint dominates. Guest speakers were slightly more right than not.",ok,1,-0.2
phi3:mini,29144921,-0.3,-1.2,-1.0,-0.5,0.85,The article has a left-leaning bias with negative framing towards previous government actions and right treatment of the ongoing struggle against snow avalanches. Guest speakers mostly reflect expert opinions favoring increased measures for protection.,ok,1,-0.75
qwen2.5:3b-instruct,29147304,-0.2,-0.5,-0.4,0.0,1.0,"The article focuses on a Swiss skier's Olympic success, which is more balanced but leans slightly towards the left with mentions of other athletes from countries like Austria and France.",ok,1,-0.275
qwen2.5:3b-instruct,29147162,-0.1,-0.6,-0.4,0.0,0.75,"The article discusses a proposed European Union regulation to reduce textile waste and improve environmental conditions, but also highlights concerns about potential adverse effects on charitable organizations.",ok,1,-0.275
qwen2.5:3b-instruct,29134931,-0.4,-0.6,-0.5,0.0,0.85,"The article focuses on a natural disaster in Italy, questioning the negligence and delay in identifying and addressing potential risks. The tone is predominantly critical towards government actions and infrastructure projects.",ok,1,-0.375
qwen2.5:3b-instruct,29147820,-0.5,-0.3,-0.7,0.0,1.0,"The article focuses on the increase in disability benefits, which is likely to affect younger Swiss adults negatively. The framing presents the issue as a problem needing solutions rather than an opportunity for support.",ok,1,-0.375
qwen2.5:3b-instruct,29142365,-0.4,-0.6,-0.5,0.0,0.85,"The article presents a predominantly negative outlook on the cryptocurrency market, emphasizing factors like forced liquidations and economic uncertainties without giving significant weight to potential positive developments.",ok,1,-0.375
qwen2.5:3b-instruct,29151828,-0.8,-0.6,-0.5,1.0,0.95,"The article focuses on a pro-monarchist demonstration in Munich, highlighting the current tensions and calls for regime change in Iran.",ok,1,-0.22499999999999998
qwen2.5:3b-instruct,29147062,-0.2,-0.7,-0.6,-0.3,1.0,"The article presents a critical view of Switzerland's trade relationship with the U.S., highlighting concerns about American interests and investments, indicating a left-leaning perspective.",ok,1,-0.45
qwen2.5:3b-instruct,29139994,0.0,0.0,0.0,0.0,1.0,The article discusses a mathematical calendrical phenomenon with no apparent political bias in its content or tone.,ok,1,0.0
qwen2.5:3b-instruct,29150791,0.0,-0.1,-0.1,0.0,0.85,The article contains a mix of cultural and event-related content with no clear political bias present.,ok,1,-0.05
qwen2.5:3b-instruct,29144178,-0.6,-0.7,-0.5,0.0,1.0,"The article focuses on a recent incident of animal abuse in an agricultural context, highlighting the negligence and lack of vigilance by authorities and farmers. It presents a left-leaning narrative criticizing both farmer behavior and governmental oversight.",ok,1,-0.44999999999999996
qwen2.5:3b-instruct,29148270,-0.7,-0.8,-0.9,0.0,1.0,"The article consistently favors a left-leaning perspective on the Ukrainian election issue, emphasizing obstacles and hesitations from both internal and external sources.",ok,1,-0.6
qwen2.5:3b-instruct,29148433,0.0,0.0,0.0,0.0,0.8,"The article focuses on personal information without taking a stance, and does not contain any political content.",ok,1,0.0
qwen2.5:3b-instruct,29134266,-1.0,-1.0,-1.0,0.0,0.95,"The article consistently portrays a left-leaning perspective on US-European relations, criticizing American hegemony and suggesting European autonomy. It also touches on broader societal issues related to disenfranchised middle classes.",ok,1,-0.75
qwen2.5:3b-instruct,29150974,-1.0,-1.0,-1.0,0.0,1.0,"The article strongly condemns attacks on lawyers and calls for a return to calm, reflecting a clear left-leaning stance.",ok,1,-0.75
qwen2.5:3b-instruct,29148256,-0.5,-0.75,-0.75,0.0,1.0,"The article focuses on the exploitation of a foreign worker in Switzerland, presenting a left-leaning perspective and criticism towards both government practices and treatment of workers.",ok,1,-0.5
qwen2.5:3b-instruct,28980688,-0.4,-0.5,-0.3,0.2,0.9,"The article discusses economic relations between Switzerland and Iraq, highlighting both opportunities and challenges. It leans left in its tone towards Iraqi business actors, despite a neutral treatment of the Swiss authorities.",ok,1,-0.25
qwen2.5:3b-instruct,29123091,0.0,0.0,0.0,0.0,1.0,"The article is purely informative with no apparent bias towards left or right, nor does it frame information in a particular political context.",ok,1,0.0
qwen2.5:3b-instruct,29142442,0.0,0.0,0.0,0.0,1.0,"The article is purely informative and does not show any political bias in its subject, framing, treatment of topics, or guest speakers.",ok,1,0.0
qwen2.5:3b-instruct,29138340,-0.8,-0.6,-0.5,0.0,1.0,"The article predominantly discusses the skepticism towards a climate fund proposal and its negative impact on future generations, leaning heavily towards a right-leaning perspective.",ok,1,-0.475
qwen2.5:3b-instruct,29147331,-0.3,-0.4,-0.5,0.0,1.0,"The article focuses mainly on Alpine skiing and biathlon, with some mentions of snowboarding, leaning more towards winter sports in general.",ok,1,-0.3
qwen2.5:3b-instruct,29115321,-1.0,-1.0,-1.0,-1.0,1.0,"The article is deeply critical of American foreign policy and its impact on Europe, portraying it as a threat to European sovereignty and stability.",ok,1,-1.0
qwen2.5:3b-instruct,29147656,-0.2,-0.4,-0.3,0.0,1.0,"The article discusses both the existing system and proposed improvements, showing a slight left-leaning tone regarding potential reforms to support victims.",ok,1,-0.22500000000000003
qwen2.5:3b-instruct,29144921,-0.2,-0.4,-0.3,0.0,0.85,"The article primarily focuses on natural phenomena and its impacts, but contains slight references to political decisions and investments.",ok,1,-0.22500000000000003
gemma3:4b,29147304,0.0,0.2,0.7,0.3,0.8,"The article focuses on the performance of Swiss skiers at the Olympics, highlighting successes and disappointments. It primarily celebrates the achievements of Franjo von Allmen, leading to a slight positive bias towards the athletes and their performance.",ok,1,0.3
gemma3:4b,29147162,0.2,0.3,0.3,-0.4,0.8,"The article discusses EU regulations regarding textile waste, framing it as a response to consumer concerns and promoting circular practices. However, a critical voice raises concerns about the potential burden on charities and questions the effectiveness of the regulation.",ok,1,0.1
gemma3:4b,29134931,0.1,0.2,0.3,0.0,0.8,"The article focuses on a natural disaster and governmental response, presenting a situation of risk and potential negligence. It highlights the long-term issues of hazard zones and calls for preventative measures.",ok,1,0.15000000000000002
gemma3:4b,29147820,0.0,0.1,0.2,0.0,0.8,"The article discusses a Swiss government proposal to address rising disability benefit claims, particularly among young adults. It focuses on support and integration measures, suggesting potential funding adjustments.",ok,1,0.07500000000000001
gemma3:4b,29142365,0.0,-0.3,-0.2,0.0,0.8,"The article discusses a cryptocurrency market downturn, focusing on the 'spiral of death' and investor panic. It attributes the decline to uncertainty surrounding the US economy and the Federal Reserve's actions.",ok,1,-0.125
gemma3:4b,29151828,0.3,0.2,0.7,0.1,0.8,"The article focuses on calls for regime change in Iran, primarily through the voices of opposition figures and Donald Trump's support. It frames the situation as a global issue with international intervention being advocated.",ok,1,0.325
gemma3:4b,29147062,0.6,0.7,0.4,0.3,0.8,"The article primarily focuses on Donald Trump's perspective and criticisms of the Swiss economy, framing the situation in a way that highlights American influence and Trump's actions. It also presents a largely positive view of the US-Switzerland trade agreement.",ok,1,0.49999999999999994
gemma3:4b,29139994,0.0,0.0,0.0,0.0,0.95,This article discusses calendar conventions and the occurrence of 'perfect Februarys'. It presents factual information without a political slant.,ok,1,0.0
gemma3:4b,29150791,,,,,,,ok,1,
gemma3:4b,29144178,0.3,0.2,0.1,0.2,0.8,"The article focuses on a local agricultural issue with concerns about animal welfare and potential negligence. It includes perspectives from the farmer, a politician from the UDC, and officials from the canton, presenting a balanced view of the situation and proposed solutions.",ok,1,0.2
gemma3:4b,29148270,0.1,0.2,0.1,0.4,0.8,"The article presents a balanced view of the situation, acknowledging both Ukrainian and US perspectives regarding elections in Ukraine. It highlights Zelensky's position while also referencing statements from the US and the Financial Times.",ok,1,0.2
gemma3:4b,29148433,0.0,0.0,0.0,0.0,0.95,The article is a simple obituary for James Van Der Beek. It lacks any political framing or bias in its presentation of the facts.,ok,1,0.0
gemma3:4b,29134266,0.3,0.6,0.7,0.0,0.8,"The article primarily frames the US-Europe relationship as one of dependence and potential exploitation, highlighting European skepticism towards American defense commitments. It leans towards a critical perspective of US foreign policy and emphasizes the need for European autonomy.",ok,1,0.39999999999999997
gemma3:4b,29150974,,,,,,,ok,1,
gemma3:4b,29148256,0.2,0.3,0.6,0.3,0.8,"The article primarily focuses on a case of alleged exploitation, presenting a sympathetic view of the worker's situation and highlighting systemic issues within Swiss employment practices. The inclusion of a legal expert's critique further emphasizes the vulnerability of foreign workers.",ok,1,0.35000000000000003
gemma3:4b,28980688,0.1,0.2,0.3,0.2,0.8,"The article presents a generally positive view of Swiss-Iraqi economic relations, highlighting investment opportunities and the benefits of Swiss expertise. It acknowledges risks but ultimately frames the situation as promising for Iraqi development.",ok,1,0.2
gemma3:4b,29123091,0.0,0.0,0.0,0.0,0.8,"This article is a straightforward announcement of a series of promotional contests and giveaways organized by a Swiss broadcasting company (RTS). It details the rules, prizes, and winners of several competitions, with no discernible political leaning.",ok,1,0.0
gemma3:4b,29142442,0.0,0.1,0.2,0.3,0.8,"The article provides a straightforward report on the opening ceremony of the Winter Olympics, focusing on the events and attendees. There's a slight positive framing towards the Italian hosts and the event's cultural aspects.",ok,1,0.15000000000000002
gemma3:4b,29138340,0.3,-0.6,-0.7,-0.2,0.8,"The article primarily frames the debate against the climate fund, highlighting concerns about debt and ineffective measures. It leans right by emphasizing existing legal frameworks and fiscal responsibility.",ok,1,-0.3
gemma3:4b,29147331,0.0,0.0,0.0,0.0,0.8,"This article provides a neutral overview of Swiss winter sports performances at the 2026 Olympics. It covers skiing, snowboarding, and biathlon, highlighting successes and failures of Swiss athletes alongside international competitors.",ok,1,0.0
gemma3:4b,29115321,-0.6,0.7,0.8,0.6,0.8,"The article primarily frames the US actions as destabilizing and detrimental to Europe, highlighting concerns about American influence and the decline of the international order. It presents a largely negative view of US intentions and policies.",ok,1,0.375
gemma3:4b,29147656,0.2,0.3,0.4,0.0,0.8,"The article discusses government aid and legal recourse for victims of a tragic fire, presenting a neutral overview of the situation and proposed solutions. It focuses on the financial support and legal frameworks being implemented, without explicitly favoring a particular political stance.",ok,1,0.225
gemma3:4b,29144921,0.1,0.1,0.1,0.0,0.7,"The article focuses on a natural disaster and its consequences, presenting a factual account without overt political commentary. The emphasis on investment and research suggests a pragmatic, solution-oriented perspective.",ok,1,0.07500000000000001
llama3.2:latest,29147304,-0.05,-0.1,-0.15,-0.01,0.8,"L'article présente un ton légèrement critique envers les Suisses, mais sans attaque spécifique contre Franjo von Allmen. La mention de 'moisson historique' suggère également une certaine amélioration de la performance du skieur.",ok,2,-0.07750000000000001
llama3.2:latest,29147162,-0.2,0.5,-0.1,-0.4,0.8,"L'article présente une approche réfléchie à la régulation des déchets textiles, en soulignant les risques pour la sécurité des consommateurs et l'impact environnemental. Cependant, certaines critiques émises par Mathilde Pousseo pourraient être considérées comme un appel à l'action partiale contre les groupes textiles.",ok,2,-0.05000000000000001
llama3.2:latest,29134931,-0.5,0.0,0.0,0.0,1.0,"L'article présente un ton neutre et ne semble pas avoir de préférence politique, mais il est difficile de juger son objectivité sans plus d'informations.",ok,2,-0.125
llama3.2:latest,29147820,-0.01,0.01,0.0,0.0,1.0,"L'article présente un ton neutre et objective sur le sujet de la réforme des rentes d'invalidité, en soulignant les aspects positifs pour les jeunes adultes. Cependant, le langage utilisé est légèrement plus favorable à la réforme que contraire à celle-ci.",ok,2,0.0
llama3.2:latest,29142365,,,,,,,recovered,2,
llama3.2:latest,29151828,-1.0,-1.0,-0.5,0.0,0.9,"L'article présente une approche globale et critique de la répression en Iran, en mettant l'accent sur la responsabilité internationale et les mouvements mondiaux pour favoriser un changement démocratique. Cependant, le ton peut être considéré comme plus gauche que droit.",ok,2,-0.625
llama3.2:latest,29147062,-1.0,-1.0,1.0,0.0,0.9,"L'article présente une vision très positive de la politique douanière de Donald Trump et souligne les avantages qu'il apporte à la Suisse, en lui permettant d'investir dans les États-Unis. Le ton est répétitif et ne montre aucune critique significative des actions du président américain.",ok,2,-0.25
llama3.2:latest,29139994,0.0,0.0,0.0,0.0,1.0,"L'article présente une analyse objective des calendriers et de la durée du mois parfait, sans mentionner d'opinion politique. L'information est présentée de manière neutre et informative.",ok,2,0.0
llama3.2:latest,29150791,-1.0,0.0,0.0,0.0,0.5,"L'article présente un ton neutre, mais le sujet de la Saint-Valentin et les événements spécifiques mentionnés peuvent indiquer une légère orientation vers la gauche. Le concert de musiques japonaises, bien que varié, ne semble pas être traité de manière particulièrement favorisante ou critique envers la droite.",ok,2,-0.25
llama3.2:latest,29144178,-1.0,0.0,-1.0,0.0,0.8,"L'article présente une présentation positive de la situation, en soulignant les efforts des autorités pour répondre rapidement aux affaires de maltraitance animale et en mettant en avant l'importance de la vigilance des agriculteurs pour détecter les signes de détresse. Le ton est objectif et informatif.",ok,2,-0.5
llama3.2:latest,29148270,-0.3,-1.4,-0.2,0.0,0.8,"L'article présente un ton nettement critique envers le Kremlin et la Maison Blanche, ce qui suggère une framing bias droitienne. La mention de 'garanties de sécurité' offertes par les États-Unis est également susceptible d'avoir une connotation plus droite que gauche.",ok,2,-0.475
llama3.2:latest,29148433,0.0,-1.0,-1.0,0.0,0.0,"The article presents a sympathetic tone towards the late James David Van Der Beek, highlighting his courage and dignity in the face of cancer. The language used is generally positive and respectful.",ok,2,-0.5
llama3.2:latest,29134266,-0.2,0.8,0.3,0.0,0.9,"L'article présente une vision critique de la relation entre l'Europe et les États-Unis, soulignant les déséquilibres dans leur partenariat militaire et politique. Le ton est généralement analytique et réfléchi, avec une perspective européenne que se retrouve mise en opposition avec une vision américaine plus paternaliste et moins favorable à l'autonomie de l'Europe.",ok,2,0.22500000000000003
llama3.2:latest,29150974,0.0,-1.0,-1.0,0.0,,,ok,2,-0.5
llama3.2:latest,29148256,-1.0,-0.8,-0.2,-0.4,0.9,"L'article présente une perspective critique sur le système de travail en Suisse, mettant en avant les conditions difficiles auxquelles sont confrontés les travailleurs étrangers. Les citations d'experts et de juristes soutiennent ces arguments, indiquant que la protection des travailleurs est insuffisante.",ok,2,-0.6
llama3.2:latest,28980688,-0.1,0.3,-0.2,0.5,0.8,"L'article présente une perspective globale sur les relations économiques entre l'Irak et la Suisse, soulignant l'importance de partenariats économiques pour le développement irakien. La représentation des opinions variées, notamment celle de Rasha Oudeh et Mohammed al Najar, ajoute un équilibre à la narration.",ok,2,0.125
llama3.2:latest,29123091,-0.1,0.0,0.0,0.0,0.8,"L'article présente un concours sans émotion et sans ton ni narration politique. Les prix sont présentés de manière neutre, sans mentionner les politiques ou les idées des gagnants.",ok,2,-0.025
llama3.2:latest,29142442,-0.1,0.3,0.2,0.5,0.8,"La cérémonie d'ouverture des Jeux de Milan Cortina 2026 a été marquée par une ambiance paixfulle et harmonique, avec un message de paix et d'harmonie entre les cultures. La direction artistique a été confiée à Marco Ballich, qui a répondu aux attentes en présentant une cérémonie moins clivante et moins coûteuse que celle de Paris.",ok,2,0.225
llama3.2:latest,29138340,-0.5,-1.0,-0.2,0.0,0.8,"L'article exprime une forte critique de l'initiative pour un fonds climat, laissant penser à une orientation libérale ou conservatrice.",ok,2,-0.425
llama3.2:latest,29147331,-0.05,-0.1,-0.05,-0.01,0.8,"L'article présente un ton relativement neutre, mais avec une légère prédominance de termes positives pour les athlètes suisses. La discussion sur la qualification des Suissesses en snowboard halfpipe est présentée comme une affaire majeure, ce qui pourrait suggérer une certaine partialité à l'égard du pays.",ok,2,-0.052500000000000005
llama3.2:latest,29115321,-1.0,0.5,0.3,0.0,0.8,"L'article présente une vision critique de la politique étrangère américaine et souligne les menaces posées par Donald Trump à l'Europe. Le ton est nettement favorable à l'Europe, mais sans être trop partigiste.",ok,2,-0.05
